,Species,Gene,GeneName,Ala,Arg,Asn,Asp,Cys,Gln,Glu,Gly,His,Ile,Leu,Lys,Met,Phe,Pro,Ser,Thr,Trp,Tyr,Val
178,[Patawatermes sp. A TB-2017],COX3,cytochrome c oxidase subunit 3 ,16,4,7,5,1,9,8,20,14,17,32,3,6,24,9,15,29,13,9,19
179,[Parrhinotermes browni],COX3,cytochrome c oxidase subunit 3 ,16,4,9,3,1,8,9,19,15,22,28,3,12,22,11,19,24,13,10,14
180,[Odontotermes minutus],COX3,cytochrome c oxidase subunit III ,18,4,10,4,1,9,8,20,14,20,27,4,13,23,10,16,27,13,9,12
181,[Eupolyphaga sinensis],COX3,cytochrome c oxidase subunit 3 ,14,4,8,5,1,7,7,20,16,25,32,5,15,23,9,16,22,13,9,11
182,[Orientotermes emersoni],COX3,cytochrome c oxidase subunit III ,17,4,7,5,1,9,8,21,14,17,32,4,7,24,9,16,27,13,9,16
183,[Odontotermes sp. A TB-2017],COX3,cytochrome c oxidase subunit 3 ,17,4,9,4,1,9,8,20,14,18,27,4,12,23,10,16,29,13,9,15
184,[Hirtitermes hirtiventris],COX3,cytochrome c oxidase subunit III ,17,4,8,5,1,8,8,20,15,18,30,4,8,23,10,17,27,13,9,17
185,[Patawatermes turricola],COX3,cytochrome c oxidase subunit III ,17,4,7,5,1,9,8,20,14,17,32,3,6,24,9,15,29,13,9,18
186,[Eupolyphaga sinensis],COX3,cytochrome c oxidase subunit III ,14,4,9,5,1,7,7,20,16,25,32,5,15,23,9,15,22,13,9,11
187,[Odontotermes hainanensis],COX3,cytochrome c oxidase subunit III ,17,4,7,4,1,9,8,20,14,19,27,5,12,23,10,18,27,13,9,15
188,[Termes hospes],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,20,15,17,31,4,6,23,9,16,29,13,9,17
189,[Schedorhinotermes translucens],COX3,cytochrome c oxidase subunit 3 ,19,4,10,3,1,8,8,19,14,24,27,4,8,22,11,17,28,13,10,12
190,[Amitermes sp. D TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,20,15,17,30,4,10,23,10,17,26,13,9,17
191,[Pericapritermes sp. TBRU1.8],COX3,cytochrome c oxidase subunit 3 ,17,4,7,5,1,9,8,21,14,17,31,4,8,24,9,14,28,13,9,17
192,[Schedorhinotermes breinli],COX3,cytochrome c oxidase subunit III ,18,4,9,3,1,9,8,19,14,24,27,3,8,22,11,19,27,13,10,13
193,[Promirotermes pygmaeus],COX3,cytochrome c oxidase subunit III ,18,4,7,5,1,9,8,21,14,15,31,4,7,24,10,15,27,13,9,18
194,[Odontotermes formosanus],COX3,cytochrome c oxidase subunit 3 ,17,4,8,4,1,9,8,20,14,19,28,4,12,23,10,18,27,13,9,14
195,[Schedorhinotermes medioobscurus],COX3,cytochrome c oxidase subunit 3 ,19,4,10,3,1,8,8,19,14,24,26,4,9,22,11,17,28,13,10,12
196,[Labritermes buttelreepeni],COX3,cytochrome c oxidase subunit III ,17,4,7,4,1,9,8,20,14,19,30,5,8,23,10,16,28,13,9,17
197,[Parrhinotermes sp. C MW-2019],COX3,cytochrome c oxidase subunit 3 ,16,4,8,4,1,8,8,20,15,21,27,4,13,22,11,18,24,13,10,15
198,[Schedorhinotermes sarawakensis],COX3,cytochrome c oxidase subunit 3 ,18,4,9,3,1,8,8,19,14,24,26,4,9,22,11,19,27,13,10,13
199,[Schedorhinotermes sp. 3 MW-2019],COX3,cytochrome c oxidase subunit 3 ,19,4,9,3,1,8,8,19,14,24,26,4,9,22,11,19,27,13,10,12
200,[Aparatermes sp. A TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,6,5,1,9,8,19,15,16,33,3,7,23,9,15,26,13,9,21
201,[Microhodotermes viator],COX3,cytochrome c oxidase subunit III ,14,5,9,4,1,9,8,20,16,20,30,4,9,23,10,20,27,13,9,12
202,[Schedorhinotermes longirostris],COX3,cytochrome c oxidase subunit 3 ,19,4,10,3,1,8,8,19,14,24,26,4,9,22,11,18,27,13,10,12
203,[Polyphaga plancyi],COX3,cytochrome c oxidase subunit III ,14,4,9,5,1,7,7,20,16,27,32,5,15,22,9,15,22,13,9,10
204,[Schedorhinotermes sp. THAI084],COX3,cytochrome c oxidase subunit 3 ,17,4,8,3,1,8,8,19,14,24,26,4,9,22,11,20,28,13,10,13
205,[Schedorhinotermes sp. 5 MW-2019],COX3,cytochrome c oxidase subunit 3 ,19,4,10,3,1,8,8,19,14,23,26,4,9,22,11,18,27,13,10,13
206,[Microtermes obesi],COX3,cytochrome c oxidase subunit III ,18,4,9,4,1,9,9,20,14,18,30,7,10,24,11,19,32,14,11,16
207,[Deropeltis paulinoi],COX3,cytochrome c oxidase subunit 3 ,12,4,6,5,1,10,8,19,14,25,29,5,19,22,9,16,22,13,11,12
208,[Globitermes sulphureus],COX3,cytochrome c oxidase subunit III ,18,4,8,4,1,8,8,21,15,16,31,4,8,24,10,15,26,13,9,17
209,[Ateuchotermes retifaciens],COX3,cytochrome c oxidase subunit III ,17,4,7,5,1,9,8,20,14,18,31,3,11,22,9,15,29,13,9,15
210,[Isognathotermes ugandensis],COX3,cytochrome c oxidase subunit III ,18,4,7,5,1,8,8,21,15,16,31,4,9,24,10,14,28,13,9,17
211,[Parrhinotermes aequalis],COX3,cytochrome c oxidase subunit 3 ,18,4,8,4,1,8,8,20,15,22,28,4,11,22,11,18,23,13,10,14
212,[Termes hospes],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,21,15,17,31,4,6,23,9,15,29,13,9,17
213,[Amitermes meridionalis],COX3,cytochrome c oxidase subunit III ,18,4,7,5,1,8,8,21,15,16,31,4,8,24,10,15,26,13,9,17
214,[Polyphaga aegyptiaca],COX3,cytochrome c oxidase subunit 3 ,13,4,8,5,1,7,5,17,16,24,30,5,15,23,10,22,23,13,8,11
215,[Amitermes sp. E TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,21,15,16,31,4,10,23,10,16,26,13,9,17
216,[Dolichorhinotermes longilabius],COX3,cytochrome c oxidase subunit 3 ,19,4,8,3,1,9,8,18,14,22,27,3,10,23,11,20,25,13,10,14
217,[Microtermes sp. 1 TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,9,4,1,9,9,20,14,18,30,7,11,24,11,19,31,14,11,16
218,[Astalotermes sp. BDIT120],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,9,8,20,14,18,31,3,8,23,9,16,27,13,9,17
219,[Astalotermes cf. obstructus RDCT140],COX3,cytochrome c oxidase subunit 3 ,18,4,6,5,1,9,8,19,14,16,31,3,8,23,9,17,28,13,9,19
220,[Labiotermes labralis],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,9,8,21,14,17,32,4,9,23,10,17,25,13,9,16
221,[Odontotermes longignathus],COX3,cytochrome c oxidase subunit III ,18,4,8,4,1,9,8,20,14,20,27,4,12,23,10,17,28,13,9,13
222,[Microtermes sp. C TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,8,4,1,9,8,20,14,16,28,4,11,23,10,16,28,13,9,16
223,[Patawatermes nigripunctatus],COX3,cytochrome c oxidase subunit III ,19,4,7,5,1,9,8,19,14,17,33,3,6,23,9,15,28,13,9,18
224,[Odontotermes sp. C TB-2017],COX3,cytochrome c oxidase subunit 3 ,17,4,8,4,1,9,8,20,14,19,27,4,13,23,10,17,28,13,9,14
225,[Astalotermes sp. TB-2014],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,9,8,19,14,17,30,3,8,23,9,17,28,13,9,20
226,[Amitermes capito],COX3,cytochrome c oxidase subunit III ,19,4,7,5,1,8,8,20,15,16,31,4,7,23,10,16,28,13,9,18
227,[Euhamitermes hamatus],COX3,cytochrome c oxidase subunit III ,19,4,7,5,1,9,8,19,14,17,30,4,9,23,10,16,26,13,9,17
228,[Phoetalia pallida],COX3,cytochrome c oxidase subunit 3 ,13,4,9,5,1,8,6,20,15,23,33,4,13,24,10,16,20,13,11,14
229,[Odontotermes sp. B TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,8,4,1,9,8,21,14,20,27,4,12,23,10,17,27,13,9,13
230,[Longipeditermes longipes],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,20,15,16,31,4,8,23,10,17,28,13,9,17
231,[Odontotermes sp. E TB-2017],COX3,cytochrome c oxidase subunit 3 ,17,4,8,4,1,9,8,20,14,19,27,4,12,23,10,17,28,13,9,15
232,[Hospitalitermes hospitalis],COX3,cytochrome c oxidase subunit III ,18,4,7,5,1,8,8,20,15,17,29,4,10,23,10,15,27,13,9,17
233,[Pericapritermes dolichocephalus],COX3,cytochrome c oxidase subunit III ,18,4,7,5,1,9,8,21,14,16,31,4,7,23,9,14,28,13,9,19
234,[Euhamitermes hamatus],COX3,cytochrome c oxidase subunit 3 ,19,4,7,5,1,9,8,19,14,16,30,4,9,23,10,16,26,13,9,18
235,[Anoplotermes sp. BRA025],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,9,8,20,14,17,33,3,7,23,9,15,26,13,9,19
236,[Procapritermes sp. G TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,20,15,17,31,3,6,23,9,16,30,13,9,17
237,[Microtermes obesi],COX3,cytochrome c oxidase subunit 3 ,18,4,9,4,1,9,9,20,14,17,30,7,11,24,11,19,31,14,11,17
238,[Macrognathotermes sunteri],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,21,15,16,31,4,7,24,10,15,27,13,9,17
239,[Hospitalitermes hospitalis],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,20,15,17,29,4,10,23,10,15,27,13,9,17
240,[Odontotermes sp. K TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,8,4,1,9,8,20,14,19,27,4,12,23,10,18,27,13,9,14
241,[Euhamitermes sp. A TB-2017],COX3,cytochrome c oxidase subunit 3 ,19,4,7,5,1,9,8,19,14,18,30,4,9,23,10,16,26,13,9,16
242,[Amitermes sp. 5 TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,8,8,21,15,17,30,4,9,23,10,16,27,13,9,17
243,[Ephelotermes taylori],COX3,cytochrome c oxidase subunit III ,18,4,7,5,1,7,9,21,15,15,31,3,7,24,10,15,27,13,9,19
244,[Humutermes krishnai],COX3,cytochrome c oxidase subunit III ,18,4,6,5,1,9,8,20,14,18,30,3,8,23,9,17,28,13,9,17
245,[Hypotermes makhamensis],COX3,cytochrome c oxidase subunit III ,17,4,9,4,1,9,8,20,14,20,26,3,13,23,10,17,29,13,9,13
246,[Prohamitermes mirabilis],COX3,cytochrome c oxidase subunit III ,18,4,8,4,1,8,8,21,15,17,29,4,9,24,10,15,26,13,9,17
247,[Lophotermes septentrionalis],COX3,cytochrome c oxidase subunit III ,18,4,7,5,1,8,8,21,15,16,31,2,6,24,9,16,29,13,9,18
248,[Termes hospes],COX3,cytochrome c oxidase subunit III ,18,4,7,5,1,8,8,21,15,17,31,4,7,23,10,15,29,13,9,17
249,[Astalotermes sp. B TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,9,8,20,14,17,32,3,8,23,9,15,28,13,9,17
250,[Caetetermes taquarussu],COX3,cytochrome c oxidase subunit 3 ,17,4,7,5,1,9,8,20,15,17,31,4,9,23,10,16,26,13,10,17
251,[Amitermes obeuntis],COX3,cytochrome c oxidase subunit III ,19,4,7,5,1,8,8,20,15,16,31,4,7,23,11,15,28,13,9,18
252,[Patawatermes nigripunctatus],COX3,cytochrome c oxidase subunit 3 ,19,4,7,5,1,9,8,19,14,17,33,3,7,23,9,15,28,13,9,17
253,[Anoplotermes group sp. SB TB-2017],COX3,cytochrome c oxidase subunit 3 ,18,4,7,5,1,9,8,20,14,19,30,3,8,23,9,16,28,13,9,16
254,[Nasutitermes longirostris],COX3,cytochrome c oxidase subunit III ,17,4,7,5,1,8,8,20,15,17,31,4,7,23,10,17,27,13,9,17
255,[Parrhinotermes sp. B MW-2019],COX3,cytochrome c oxidase subunit 3 ,18,4,8,4,1,8,8,20,15,22,28,4,10,22,11,18,24,13,10,14
256,[Ectobiidae sp. Z140],CYTB,cytochrome b ,19,7,25,11,4,9,3,23,10,51,51,8,18,29,22,23,17,12,17,15
257,[Cryptotermes havilandi],CYTB,cytochrome b ,23,7,18,10,4,8,4,24,11,31,49,12,21,26,23,20,34,12,19,21
258,[Cryptocercus kyebangensis],CYTB,cytochrome b ,17,7,22,9,4,9,5,25,10,36,39,12,39,28,23,19,24,12,18,19
259,[Microhodotermes viator],CYTB,cytochrome b ,23,8,22,7,3,9,8,23,11,36,40,11,20,26,24,18,33,12,17,26
260,[Ischnoptera sp. B084],CYTB,cytochrome b ,20,8,22,10,4,9,4,24,10,40,41,9,33,26,22,18,22,12,18,21
261,[Neotermes koshunensis],CYTB,cytochrome b ,23,7,18,11,5,8,4,23,11,34,45,13,19,25,23,19,35,12,18,24
262,[Neostylopyga rhombifolia],CYTB,cytochrome b ,20,8,24,10,4,8,5,25,11,43,48,9,22,27,23,19,22,12,18,19
263,[Polyphaga plancyi],CYTB,cytochrome b ,17,7,26,6,4,10,6,22,10,43,52,11,27,24,23,20,25,12,19,13
264,[Parcoblatta lata],CYTB,cytochrome b ,19,8,22,9,4,8,5,24,11,40,45,8,25,29,22,18,24,12,18,22
265,[Parcoblatta divisa],CYTB,cytochrome b ,20,8,22,9,4,8,5,24,11,43,46,8,21,29,21,19,22,12,18,23
266,[Ectobiidae sp. BB],CYTB,cytochrome b ,21,8,23,9,4,9,5,24,10,41,51,9,17,29,23,20,21,12,18,23
267,[Parcoblatta pensylvanica],CYTB,cytochrome b ,19,8,21,10,4,8,4,24,11,46,46,7,22,30,22,17,25,12,18,19
268,[Methana sp. AUS1],CYTB,cytochrome b ,23,8,21,10,4,8,5,24,11,46,47,9,21,28,22,19,19,12,18,18
269,[Cryptocercus relictus],CYTB,cytochrome b ,17,7,22,9,4,9,5,25,11,36,39,14,35,28,23,19,24,12,17,21
270,[Asiablatta kyotensis],CYTB,cytochrome b ,20,8,22,10,4,8,4,24,11,47,47,8,19,29,22,19,22,12,18,19
271,[Anaplecta calosoma],CYTB,cytochrome b ,18,7,25,9,3,11,5,23,10,39,47,9,26,22,22,18,29,12,18,20
272,[Mastotermes darwiniensis],CYTB,cytochrome b ,21,8,21,12,4,8,3,23,12,40,48,11,23,26,23,21,22,12,16,23
273,[Eurycotis sp. B074],CYTB,cytochrome b ,21,8,24,11,4,8,3,23,11,43,41,8,24,30,22,19,25,12,17,19
274,[Eurycotis opaca],CYTB,cytochrome b ,21,8,23,10,4,8,4,24,11,44,44,9,22,30,22,17,22,12,18,20
275,[Melanozosteria nitida],CYTB,cytochrome b ,24,8,24,10,4,8,4,24,11,51,44,7,18,28,22,19,20,12,19,16
276,[Neotermes insularis],CYTB,cytochrome b ,23,7,20,11,3,8,4,23,13,37,44,12,19,26,23,17,33,12,18,24
277,[Gromphadorhina portentosa],CYTB,cytochrome b ,18,8,24,9,4,8,5,24,12,47,47,10,15,34,23,19,20,12,18,20
278,[Anallacta methanoides],CYTB,cytochrome b ,18,8,23,10,5,7,4,23,12,45,44,9,32,29,22,21,19,12,16,14
279,[Tryonicus parvus],CYTB,cytochrome b ,21,7,21,9,4,9,4,23,12,43,44,9,24,30,22,15,25,12,15,24
280,[Blattella lituricollis],CYTB,cytochrome b ,22,8,24,9,4,8,5,24,10,45,52,8,14,29,23,20,21,12,19,20
281,[Zootermopsis angusticollis],CYTB,cytochrome b ,16,8,25,9,4,9,7,26,10,34,41,12,31,27,23,17,31,12,17,18
282,[Eurycotis floridana],CYTB,cytochrome b ,21,8,20,11,4,8,4,24,10,43,45,11,23,29,22,17,19,12,19,23
283,[Parcoblatta uhleriana],CYTB,cytochrome b ,20,8,22,10,4,8,4,22,11,43,47,8,21,29,22,19,24,12,18,21
284,[Zootermopsis nevadensis],CYTB,cytochrome b ,16,8,25,8,4,9,7,26,10,34,42,12,28,27,23,17,33,12,17,19
285,[Coptotermes michaelseni],CYTB,cytochrome b ,25,8,22,10,4,8,4,23,12,25,48,12,23,27,23,19,30,12,16,26
286,[Elliptorhina chopardi],CYTB,cytochrome b ,19,7,23,9,4,8,5,24,10,45,51,10,17,32,23,17,19,12,18,18
287,[Parcoblatta bolliana],CYTB,cytochrome b ,19,8,22,10,4,8,4,24,11,42,47,8,23,29,22,18,22,12,18,22
288,[Parcoblatta fulvescens],CYTB,cytochrome b ,17,8,21,11,4,8,3,24,10,44,50,10,20,29,22,20,21,12,20,19
289,[Glyptotermes sp. C TB-2014],CYTB,cytochrome b ,22,7,19,11,4,8,5,23,11,33,42,10,26,27,23,20,33,12,18,23
290,[Melanozosteria sp. Cairns, Australia],CYTB,cytochrome b ,23,8,24,10,4,8,4,23,11,48,50,8,16,28,22,20,18,12,18,18
291,[Coptotermes elisae],CYTB,cytochrome b ,25,8,22,11,4,8,4,24,11,28,45,13,23,27,23,17,33,12,17,22
292,[Shelfordella lateralis],CYTB,cytochrome b ,21,8,25,10,4,9,4,23,11,40,50,9,22,28,23,17,23,12,18,20
293,[Roisinitermes ebogoensis],CYTB,cytochrome b ,22,7,21,11,4,8,4,23,12,35,49,11,18,29,23,17,34,13,16,20
294,[Protagonista lugubris],CYTB,cytochrome b ,18,8,22,9,5,8,5,23,10,41,48,9,29,29,22,15,26,12,18,16
295,[Symploce pallens],CYTB,cytochrome b ,23,8,25,10,4,8,4,24,11,41,45,8,23,29,22,17,21,12,18,20
296,[Heterotermes cf. occiduus 3.15.2AUS],CYTB,cytochrome b ,25,8,23,9,4,8,5,24,10,26,46,12,20,26,23,18,33,12,17,28
297,[Ergaula capucina],CYTB,cytochrome b ,20,8,23,8,4,8,6,24,11,54,41,9,23,32,22,16,22,12,16,15
298,[Heterotermes cf. occiduus 3.12.2.AUS],CYTB,cytochrome b ,27,8,22,9,4,8,5,24,11,28,47,11,18,26,23,19,30,12,17,28
299,[Nauphoeta cinerea],CYTB,cytochrome b ,20,7,24,9,4,9,5,24,10,45,49,10,15,31,24,20,21,12,17,21
300,[Glyptotermes sp. A TB-2014],CYTB,cytochrome b ,24,7,21,10,4,8,4,22,11,32,44,12,26,26,24,18,32,12,18,22
301,[Periplaneta americana],CYTB,cytochrome b ,22,8,24,10,4,8,4,24,12,40,48,9,21,29,23,17,23,12,18,21
302,[Neostylopyga rhombifolia],CYTB,cytochrome b ,21,8,24,10,4,8,5,25,11,43,50,7,21,26,23,18,21,12,18,18
303,[Gromphadorhina portentosa],CYTB,cytochrome b ,18,7,23,9,4,8,5,24,12,46,47,9,15,33,22,19,20,12,18,20
304,[Coptotermes acinaciformis raffrayi],CYTB,cytochrome b ,27,8,20,10,4,8,5,23,12,29,47,11,21,26,23,20,30,12,18,23
305,[Lamproblatta albipalpus],CYTB,cytochrome b ,16,7,29,9,4,8,4,23,10,43,34,9,39,29,22,18,25,12,16,16
306,[Platyzosteria sp. AUS3],CYTB,cytochrome b ,23,7,24,10,4,9,4,24,10,45,47,7,19,28,21,18,21,12,19,21
307,[Eurycotis decipiens],CYTB,cytochrome b ,22,8,23,11,4,8,4,24,10,43,45,9,23,29,22,17,20,12,20,20
308,[Prorhinotermes canalifrons],CYTB,cytochrome b ,31,8,20,9,4,8,5,24,12,27,50,12,15,25,23,20,32,12,16,24
309,[Ischnoptera deropeltiformis],CYTB,cytochrome b ,19,7,24,10,4,9,4,24,10,36,50,7,29,26,22,18,20,12,19,20
310,[Gyna capucina],CYTB,cytochrome b ,19,8,23,10,4,8,4,25,11,48,46,9,16,29,22,17,24,12,19,19
311,[Nauphoeta cinerea],CYTB,cytochrome b ,19,7,24,9,4,9,5,24,10,45,49,10,15,31,24,20,22,12,17,21
312,[Coptotermes acinaciformis acinaciformis],CYTB,cytochrome b ,25,8,21,10,4,8,5,23,12,28,47,11,21,26,23,20,32,12,17,24
313,[Rhyparobia grandis],CYTB,cytochrome b ,18,7,23,9,4,9,6,24,10,46,50,8,15,31,22,16,20,12,18,23
314,[Coptotermes gestroi],CYTB,cytochrome b ,29,8,23,10,4,8,4,23,11,26,47,13,23,25,23,17,28,12,17,26
315,[Blaberus sp. B013],CYTB,cytochrome b ,20,7,24,10,4,8,4,25,10,43,41,8,20,30,22,20,21,12,21,21
316,[Blaberus discoidalis],CYTB,cytochrome b ,19,7,24,10,4,8,4,25,10,43,41,8,20,30,22,20,22,12,21,21
317,[Gromphadorhina sp. B040],CYTB,cytochrome b ,18,7,23,9,4,8,5,24,12,46,47,9,15,34,22,18,20,12,18,20
318,[Heterotermes malabaricus],CYTB,cytochrome b ,27,8,20,9,4,8,5,23,11,29,44,9,18,26,23,24,32,12,18,27
319,[Cryptocercus meridianus],CYTB,cytochrome b ,17,7,22,9,4,9,5,25,10,34,40,14,37,29,22,19,24,12,18,20
320,[Coptotermes heimi],CYTB,cytochrome b ,26,8,23,10,4,8,4,24,11,27,47,13,23,25,23,16,30,12,17,26
321,[Microcerotermes nervosus],CYTB,cytochrome b ,28,8,21,10,4,8,4,25,12,28,47,12,18,27,23,16,29,12,17,28
322,[Blattodea sp. MT-2014],CYTB,cytochrome b ,16,8,25,11,5,8,2,23,10,47,46,10,31,26,23,20,25,12,18,11
323,[Beybienkoa kurandanensis],CYTB,cytochrome b ,22,8,22,9,4,8,5,23,11,45,48,9,16,29,22,20,26,12,17,17
324,[Schedorhinotermes medioobscurus],CYTB,cytochrome b ,27,8,21,8,4,10,7,24,11,28,50,13,22,26,23,16,30,12,16,22
325,[Paranauphoeta circumdata],CYTB,cytochrome b ,20,7,24,10,4,8,4,25,11,49,42,9,19,32,22,18,21,12,16,18
326,[Elliptorhina javanica],CYTB,cytochrome b ,18,7,24,10,4,8,4,24,11,48,52,7,15,30,22,19,21,12,17,18
327,[Deropeltis paulinoi],CYTB,cytochrome b ,18,8,22,9,4,8,5,23,12,45,47,10,30,27,22,19,21,12,17,14
328,[Coptotermes formosanus],CYTB,CYTB gene product ,26,8,23,10,4,8,4,24,11,28,47,13,22,26,23,17,31,12,17,23
329,[Hodotermopsis sjostedti],CYTB,cytochrome b ,21,8,26,9,4,10,5,22,10,38,40,10,30,28,23,21,25,12,15,20
330,[Schedorhinotermes sp. 3 MW-2019],CYTB,cytochrome b ,25,8,21,8,4,10,6,24,11,29,50,13,21,26,23,17,29,12,17,24
331,[Periplaneta fuliginosa],CYTB,cytochrome b ,22,8,23,10,4,8,4,24,11,43,48,9,18,28,23,21,20,12,18,23
332,[Heterotermes vagus],CYTB,cytochrome b ,26,8,21,10,4,8,5,23,11,29,44,12,18,27,23,19,33,12,18,26
333,[Heterotermes sp. SLC-2012],CYTB,cytochrome b ,27,8,24,10,4,8,5,24,10,28,47,11,19,26,23,18,30,12,17,26
334,[Blattella germanica],CYTB,CYTB gene product ,22,8,23,9,4,8,5,24,10,43,54,9,14,27,23,18,22,12,20,22
335,[Blaptica dubia],CYTB,cytochrome b ,19,8,27,9,4,8,4,24,11,48,45,9,20,26,23,21,22,12,19,18
336,[Microcerotermes sp. 3 TB-2017],CYTB,cytochrome b ,27,8,24,11,4,8,4,23,11,30,46,11,17,27,23,16,32,12,17,26
337,[Coptotermes travians],CYTB,cytochrome b ,26,8,23,10,4,8,4,24,11,28,44,12,23,25,23,19,30,12,17,26
338,[Schedorhinotermes sarawakensis],CYTB,cytochrome b ,24,8,22,9,4,10,6,24,11,26,51,13,25,25,23,16,28,12,17,24
339,[Blattella asahinai],CYTB,cytochrome b ,22,8,23,9,4,8,5,24,10,44,54,9,14,27,23,18,22,12,20,21
340,[Eupolyphaga sinensis],CYTB,cytochrome b ,20,8,21,8,3,9,6,22,12,37,50,10,18,29,22,20,28,12,18,24
341,[Ephelotermes melachoma],CYTB,cytochrome b ,28,8,22,10,4,8,4,23,11,27,45,11,17,28,23,19,33,12,17,27
342,[Amitermes meridionalis],CYTB,cytochrome b ,24,8,22,10,4,8,5,24,11,30,45,12,18,28,23,17,33,12,17,26
343,[Microcerotermes parvus],CYTB,cytochrome b ,29,8,23,10,4,8,4,22,11,27,44,11,17,28,23,20,32,12,16,28
344,[Heterotermes tenuis],CYTB,cytochrome b ,27,8,22,10,4,8,5,24,11,26,45,12,20,26,23,18,31,12,17,28
345,[Schedorhinotermes putorius],CYTB,cytochrome b ,27,8,21,8,5,10,7,24,11,29,48,13,25,26,23,17,27,12,17,20
346,[Periplaneta australasiae],ND1,NADH dehydrogenase subunit 1 ,16,7,10,5,5,4,11,20,1,27,51,10,12,45,9,24,14,6,19,19
347,[Periplaneta australasiae],ND1,NADH dehydrogenase subunit 1 ,16,7,10,5,5,4,10,19,1,25,50,9,12,42,9,24,14,6,19,19
348,[Cephalotermes rectangularis],ND1,NADH dehydrogenase subunit 1 ,14,7,7,5,5,4,10,22,1,23,55,6,6,46,9,31,7,6,20,29
349,[Astalotermes cf. obstructus RDCT140],ND1,NADH dehydrogenase subunit 1 ,14,7,6,5,5,4,10,21,1,23,52,6,7,41,9,32,9,6,20,24
350,[Cephalotermes rectangularis],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,22,1,22,53,7,6,43,9,30,7,6,20,25
351,[Eublaberus distanti],ND1,NADH dehydrogenase subunit 1 ,14,7,10,5,4,4,9,19,1,16,60,6,16,34,9,37,12,6,20,21
352,[Noditermes lamanianus],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,22,1,19,56,9,6,44,9,28,9,6,20,26
353,[Methana sp. AUS1],ND1,NADH dehydrogenase subunit 1 ,15,7,9,4,5,4,10,20,1,26,56,10,11,43,9,26,11,6,19,19
354,[Compositermes vindai],ND1,NADH dehydrogenase subunit 1 ,13,7,6,5,6,4,10,21,1,22,51,8,7,43,9,31,7,6,19,26
355,[Procapritermes sp. A TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,7,5,5,4,9,21,1,22,55,8,6,46,9,31,9,6,21,22
356,[Lobopterella dimidiatipes],ND1,NADH dehydrogenase subunit 1 ,15,7,10,6,5,4,12,19,1,30,44,8,10,40,9,32,9,6,17,24
357,[Aderitotermes cf. fossor BDIT074],ND1,NADH dehydrogenase subunit 1 ,13,7,6,5,5,4,10,22,1,20,53,6,6,43,9,33,8,6,20,27
358,[Noditermes cristifrons],ND1,NADH dehydrogenase subunit 1 ,14,7,6,4,5,4,10,21,1,19,56,9,6,44,9,30,9,6,20,26
359,[Amitermes sp. 3 TB-2017],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,6,4,10,21,1,24,55,6,6,40,9,32,8,6,21,21
360,[Alyscotermes sp. B TB-2017],ND1,NADH dehydrogenase subunit 1 ,14,7,6,5,6,4,10,21,1,23,51,7,6,41,9,30,9,6,20,26
361,[Periplaneta fuliginosa],ND1,NADH dehydrogenase subunit 1 ,16,7,8,5,5,4,11,21,1,24,50,10,13,45,9,26,12,6,19,23
362,[Astratotermes sp. RDCT147],ND1,NADH dehydrogenase subunit 1 ,14,7,6,5,5,4,10,21,1,24,53,7,5,41,9,31,9,6,20,24
363,[Basidentitermes aurivillii],ND1,NADH dehydrogenase subunit 1 ,15,7,7,5,5,4,10,21,1,21,57,8,7,47,9,30,9,6,20,24
364,[Kemneritermes sarawakensis],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,21,1,20,56,7,6,45,9,31,9,6,21,23
365,[Melanozosteria sp. Cairns, Australia],ND1,NADH dehydrogenase subunit 1 ,15,7,10,5,5,4,10,19,1,25,53,9,11,43,9,27,11,6,18,21
366,[Foraminitermes rhinoceros],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,5,4,10,22,1,20,54,6,5,44,9,32,8,6,20,28
