;Species;Gene;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
180;;COX3;cytochrome c oxidase subunit III [Odontotermes minutus];18;4;10;4;1;9;8;20;14;20;27;4;13;23;10;16;27;13;9;12
181;;COX3;cytochrome c oxidase subunit 3 [Eupolyphaga sinensis];14;4;8;5;1;7;7;20;16;25;32;5;15;23;9;16;22;13;9;11
182;;COX3;cytochrome c oxidase subunit III [Orientotermes emersoni];17;4;7;5;1;9;8;21;14;17;32;4;7;24;9;16;27;13;9;16
183;;COX3;cytochrome c oxidase subunit 3 [Odontotermes sp. A TB-2017];17;4;9;4;1;9;8;20;14;18;27;4;12;23;10;16;29;13;9;15
184;;COX3;cytochrome c oxidase subunit III [Hirtitermes hirtiventris];17;4;8;5;1;8;8;20;15;18;30;4;8;23;10;17;27;13;9;17
185;;COX3;cytochrome c oxidase subunit III [Patawatermes turricola];17;4;7;5;1;9;8;20;14;17;32;3;6;24;9;15;29;13;9;18
186;;COX3;cytochrome c oxidase subunit III [Eupolyphaga sinensis];14;4;9;5;1;7;7;20;16;25;32;5;15;23;9;15;22;13;9;11
187;;COX3;cytochrome c oxidase subunit III [Odontotermes hainanensis];17;4;7;4;1;9;8;20;14;19;27;5;12;23;10;18;27;13;9;15
188;;COX3;cytochrome c oxidase subunit 3 [Termes hospes];18;4;7;5;1;8;8;20;15;17;31;4;6;23;9;16;29;13;9;17
189;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes translucens];19;4;10;3;1;8;8;19;14;24;27;4;8;22;11;17;28;13;10;12
190;;COX3;cytochrome c oxidase subunit 3 [Amitermes sp. D TB-2017];18;4;7;5;1;8;8;20;15;17;30;4;10;23;10;17;26;13;9;17
191;;COX3;cytochrome c oxidase subunit 3 [Pericapritermes sp. TBRU1.8];17;4;7;5;1;9;8;21;14;17;31;4;8;24;9;14;28;13;9;17
192;;COX3;cytochrome c oxidase subunit III [Schedorhinotermes breinli];18;4;9;3;1;9;8;19;14;24;27;3;8;22;11;19;27;13;10;13
193;;COX3;cytochrome c oxidase subunit III [Promirotermes pygmaeus];18;4;7;5;1;9;8;21;14;15;31;4;7;24;10;15;27;13;9;18
194;;COX3;cytochrome c oxidase subunit 3 [Odontotermes formosanus];17;4;8;4;1;9;8;20;14;19;28;4;12;23;10;18;27;13;9;14
195;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes medioobscurus];19;4;10;3;1;8;8;19;14;24;26;4;9;22;11;17;28;13;10;12
196;;COX3;cytochrome c oxidase subunit III [Labritermes buttelreepeni];17;4;7;4;1;9;8;20;14;19;30;5;8;23;10;16;28;13;9;17
197;;COX3;cytochrome c oxidase subunit 3 [Parrhinotermes sp. C MW-2019];16;4;8;4;1;8;8;20;15;21;27;4;13;22;11;18;24;13;10;15
198;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes sarawakensis];18;4;9;3;1;8;8;19;14;24;26;4;9;22;11;19;27;13;10;13
199;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes sp. 3 MW-2019];19;4;9;3;1;8;8;19;14;24;26;4;9;22;11;19;27;13;10;12
200;;COX3;cytochrome c oxidase subunit 3 [Aparatermes sp. A TB-2017];18;4;6;5;1;9;8;19;15;16;33;3;7;23;9;15;26;13;9;21
201;;COX3;cytochrome c oxidase subunit III [Microhodotermes viator];14;5;9;4;1;9;8;20;16;20;30;4;9;23;10;20;27;13;9;12
202;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes longirostris];19;4;10;3;1;8;8;19;14;24;26;4;9;22;11;18;27;13;10;12
203;;COX3;cytochrome c oxidase subunit III [Polyphaga plancyi];14;4;9;5;1;7;7;20;16;27;32;5;15;22;9;15;22;13;9;10
204;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes sp. THAI084];17;4;8;3;1;8;8;19;14;24;26;4;9;22;11;20;28;13;10;13
205;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes sp. 5 MW-2019];19;4;10;3;1;8;8;19;14;23;26;4;9;22;11;18;27;13;10;13
206;;COX3;cytochrome c oxidase subunit III [Microtermes obesi];18;4;9;4;1;9;9;20;14;18;30;7;10;24;11;19;32;14;11;16
207;;COX3;cytochrome c oxidase subunit 3 [Deropeltis paulinoi];12;4;6;5;1;10;8;19;14;25;29;5;19;22;9;16;22;13;11;12
208;;COX3;cytochrome c oxidase subunit III [Globitermes sulphureus];18;4;8;4;1;8;8;21;15;16;31;4;8;24;10;15;26;13;9;17
209;;COX3;cytochrome c oxidase subunit III [Ateuchotermes retifaciens];17;4;7;5;1;9;8;20;14;18;31;3;11;22;9;15;29;13;9;15
210;;COX3;cytochrome c oxidase subunit III [Isognathotermes ugandensis];18;4;7;5;1;8;8;21;15;16;31;4;9;24;10;14;28;13;9;17
211;;COX3;cytochrome c oxidase subunit 3 [Parrhinotermes aequalis];18;4;8;4;1;8;8;20;15;22;28;4;11;22;11;18;23;13;10;14
212;;COX3;cytochrome c oxidase subunit 3 [Termes hospes];18;4;7;5;1;8;8;21;15;17;31;4;6;23;9;15;29;13;9;17
213;;COX3;cytochrome c oxidase subunit III [Amitermes meridionalis];18;4;7;5;1;8;8;21;15;16;31;4;8;24;10;15;26;13;9;17
214;;COX3;cytochrome c oxidase subunit 3 [Polyphaga aegyptiaca];13;4;8;5;1;7;5;17;16;24;30;5;15;23;10;22;23;13;8;11
215;;COX3;cytochrome c oxidase subunit 3 [Amitermes sp. E TB-2017];18;4;7;5;1;8;8;21;15;16;31;4;10;23;10;16;26;13;9;17
216;;COX3;cytochrome c oxidase subunit 3 [Dolichorhinotermes longilabius];19;4;8;3;1;9;8;18;14;22;27;3;10;23;11;20;25;13;10;14
217;;COX3;cytochrome c oxidase subunit 3 [Microtermes sp. 1 TB-2017];18;4;9;4;1;9;9;20;14;18;30;7;11;24;11;19;31;14;11;16
218;;COX3;cytochrome c oxidase subunit 3 [Astalotermes sp. BDIT120];18;4;7;5;1;9;8;20;14;18;31;3;8;23;9;16;27;13;9;17
219;;COX3;cytochrome c oxidase subunit 3 [Astalotermes cf. obstructus RDCT140];18;4;6;5;1;9;8;19;14;16;31;3;8;23;9;17;28;13;9;19
220;;COX3;cytochrome c oxidase subunit 3 [Labiotermes labralis];18;4;7;5;1;9;8;21;14;17;32;4;9;23;10;17;25;13;9;16
221;;COX3;cytochrome c oxidase subunit III [Odontotermes longignathus];18;4;8;4;1;9;8;20;14;20;27;4;12;23;10;17;28;13;9;13
222;;COX3;cytochrome c oxidase subunit 3 [Microtermes sp. C TB-2017];18;4;8;4;1;9;8;20;14;16;28;4;11;23;10;16;28;13;9;16
223;;COX3;cytochrome c oxidase subunit III [Patawatermes nigripunctatus];19;4;7;5;1;9;8;19;14;17;33;3;6;23;9;15;28;13;9;18
224;;COX3;cytochrome c oxidase subunit 3 [Odontotermes sp. C TB-2017];17;4;8;4;1;9;8;20;14;19;27;4;13;23;10;17;28;13;9;14
225;;COX3;cytochrome c oxidase subunit 3 [Astalotermes sp. TB-2014];18;4;7;5;1;9;8;19;14;17;30;3;8;23;9;17;28;13;9;20
226;;COX3;cytochrome c oxidase subunit III [Amitermes capito];19;4;7;5;1;8;8;20;15;16;31;4;7;23;10;16;28;13;9;18
227;;COX3;cytochrome c oxidase subunit III [Euhamitermes hamatus];19;4;7;5;1;9;8;19;14;17;30;4;9;23;10;16;26;13;9;17
228;;COX3;cytochrome c oxidase subunit 3 [Phoetalia pallida];13;4;9;5;1;8;6;20;15;23;33;4;13;24;10;16;20;13;11;14
229;;COX3;cytochrome c oxidase subunit 3 [Odontotermes sp. B TB-2017];18;4;8;4;1;9;8;21;14;20;27;4;12;23;10;17;27;13;9;13
230;;COX3;cytochrome c oxidase subunit 3 [Longipeditermes longipes];18;4;7;5;1;8;8;20;15;16;31;4;8;23;10;17;28;13;9;17
231;;COX3;cytochrome c oxidase subunit 3 [Odontotermes sp. E TB-2017];17;4;8;4;1;9;8;20;14;19;27;4;12;23;10;17;28;13;9;15
232;;COX3;cytochrome c oxidase subunit III [Hospitalitermes hospitalis];18;4;7;5;1;8;8;20;15;17;29;4;10;23;10;15;27;13;9;17
233;;COX3;cytochrome c oxidase subunit III [Pericapritermes dolichocephalus];18;4;7;5;1;9;8;21;14;16;31;4;7;23;9;14;28;13;9;19
234;;COX3;cytochrome c oxidase subunit 3 [Euhamitermes hamatus];19;4;7;5;1;9;8;19;14;16;30;4;9;23;10;16;26;13;9;18
235;;COX3;cytochrome c oxidase subunit 3 [Anoplotermes sp. BRA025];18;4;7;5;1;9;8;20;14;17;33;3;7;23;9;15;26;13;9;19
236;;COX3;cytochrome c oxidase subunit 3 [Procapritermes sp. G TB-2017];18;4;7;5;1;8;8;20;15;17;31;3;6;23;9;16;30;13;9;17
237;;COX3;cytochrome c oxidase subunit 3 [Microtermes obesi];18;4;9;4;1;9;9;20;14;17;30;7;11;24;11;19;31;14;11;17
238;;COX3;cytochrome c oxidase subunit 3 [Macrognathotermes sunteri];18;4;7;5;1;8;8;21;15;16;31;4;7;24;10;15;27;13;9;17
239;;COX3;cytochrome c oxidase subunit 3 [Hospitalitermes hospitalis];18;4;7;5;1;8;8;20;15;17;29;4;10;23;10;15;27;13;9;17
240;;COX3;cytochrome c oxidase subunit 3 [Odontotermes sp. K TB-2017];18;4;8;4;1;9;8;20;14;19;27;4;12;23;10;18;27;13;9;14
241;;COX3;cytochrome c oxidase subunit 3 [Euhamitermes sp. A TB-2017];19;4;7;5;1;9;8;19;14;18;30;4;9;23;10;16;26;13;9;16
242;;COX3;cytochrome c oxidase subunit 3 [Amitermes sp. 5 TB-2017];18;4;7;5;1;8;8;21;15;17;30;4;9;23;10;16;27;13;9;17
243;;COX3;cytochrome c oxidase subunit III [Ephelotermes taylori];18;4;7;5;1;7;9;21;15;15;31;3;7;24;10;15;27;13;9;19
244;;COX3;cytochrome c oxidase subunit III [Humutermes krishnai];18;4;6;5;1;9;8;20;14;18;30;3;8;23;9;17;28;13;9;17
245;;COX3;cytochrome c oxidase subunit III [Hypotermes makhamensis];17;4;9;4;1;9;8;20;14;20;26;3;13;23;10;17;29;13;9;13
246;;COX3;cytochrome c oxidase subunit III [Prohamitermes mirabilis];18;4;8;4;1;8;8;21;15;17;29;4;9;24;10;15;26;13;9;17
247;;COX3;cytochrome c oxidase subunit III [Lophotermes septentrionalis];18;4;7;5;1;8;8;21;15;16;31;2;6;24;9;16;29;13;9;18
248;;COX3;cytochrome c oxidase subunit III [Termes hospes];18;4;7;5;1;8;8;21;15;17;31;4;7;23;10;15;29;13;9;17
249;;COX3;cytochrome c oxidase subunit 3 [Astalotermes sp. B TB-2017];18;4;7;5;1;9;8;20;14;17;32;3;8;23;9;15;28;13;9;17
250;;COX3;cytochrome c oxidase subunit 3 [Caetetermes taquarussu];17;4;7;5;1;9;8;20;15;17;31;4;9;23;10;16;26;13;10;17
251;;COX3;cytochrome c oxidase subunit III [Amitermes obeuntis];19;4;7;5;1;8;8;20;15;16;31;4;7;23;11;15;28;13;9;18
252;;COX3;cytochrome c oxidase subunit 3 [Patawatermes nigripunctatus];19;4;7;5;1;9;8;19;14;17;33;3;7;23;9;15;28;13;9;17
253;;COX3;cytochrome c oxidase subunit 3 [Anoplotermes group sp. SB TB-2017];18;4;7;5;1;9;8;20;14;19;30;3;8;23;9;16;28;13;9;16
254;;COX3;cytochrome c oxidase subunit III [Nasutitermes longirostris];17;4;7;5;1;8;8;20;15;17;31;4;7;23;10;17;27;13;9;17
255;;COX3;cytochrome c oxidase subunit 3 [Parrhinotermes sp. B MW-2019];18;4;8;4;1;8;8;20;15;22;28;4;10;22;11;18;24;13;10;14
256;;CYTB;cytochrome b [Ectobiidae sp. Z140];19;7;25;11;4;9;3;23;10;51;51;8;18;29;22;23;17;12;17;15
257;;CYTB;cytochrome b [Cryptotermes havilandi];23;7;18;10;4;8;4;24;11;31;49;12;21;26;23;20;34;12;19;21
258;;CYTB;cytochrome b [Cryptocercus kyebangensis];17;7;22;9;4;9;5;25;10;36;39;12;39;28;23;19;24;12;18;19
259;;CYTB;cytochrome b [Microhodotermes viator];23;8;22;7;3;9;8;23;11;36;40;11;20;26;24;18;33;12;17;26
260;;CYTB;cytochrome b [Ischnoptera sp. B084];20;8;22;10;4;9;4;24;10;40;41;9;33;26;22;18;22;12;18;21
261;;CYTB;cytochrome b [Neotermes koshunensis];23;7;18;11;5;8;4;23;11;34;45;13;19;25;23;19;35;12;18;24
262;;CYTB;cytochrome b [Neostylopyga rhombifolia];20;8;24;10;4;8;5;25;11;43;48;9;22;27;23;19;22;12;18;19
263;;CYTB;cytochrome b [Polyphaga plancyi];17;7;26;6;4;10;6;22;10;43;52;11;27;24;23;20;25;12;19;13
264;;CYTB;cytochrome b [Parcoblatta lata];19;8;22;9;4;8;5;24;11;40;45;8;25;29;22;18;24;12;18;22
265;;CYTB;cytochrome b [Parcoblatta divisa];20;8;22;9;4;8;5;24;11;43;46;8;21;29;21;19;22;12;18;23
266;;CYTB;cytochrome b [Ectobiidae sp. BB];21;8;23;9;4;9;5;24;10;41;51;9;17;29;23;20;21;12;18;23
267;;CYTB;cytochrome b [Parcoblatta pensylvanica];19;8;21;10;4;8;4;24;11;46;46;7;22;30;22;17;25;12;18;19
268;;CYTB;cytochrome b [Methana sp. AUS1];23;8;21;10;4;8;5;24;11;46;47;9;21;28;22;19;19;12;18;18
269;;CYTB;cytochrome b [Cryptocercus relictus];17;7;22;9;4;9;5;25;11;36;39;14;35;28;23;19;24;12;17;21
270;;CYTB;cytochrome b [Asiablatta kyotensis];20;8;22;10;4;8;4;24;11;47;47;8;19;29;22;19;22;12;18;19
271;;CYTB;cytochrome b [Anaplecta calosoma];18;7;25;9;3;11;5;23;10;39;47;9;26;22;22;18;29;12;18;20
272;;CYTB;cytochrome b [Mastotermes darwiniensis];21;8;21;12;4;8;3;23;12;40;48;11;23;26;23;21;22;12;16;23
273;;CYTB;cytochrome b [Eurycotis sp. B074];21;8;24;11;4;8;3;23;11;43;41;8;24;30;22;19;25;12;17;19
274;;CYTB;cytochrome b [Eurycotis opaca];21;8;23;10;4;8;4;24;11;44;44;9;22;30;22;17;22;12;18;20
275;;CYTB;cytochrome b [Melanozosteria nitida];24;8;24;10;4;8;4;24;11;51;44;7;18;28;22;19;20;12;19;16
276;;CYTB;cytochrome b [Neotermes insularis];23;7;20;11;3;8;4;23;13;37;44;12;19;26;23;17;33;12;18;24
277;;CYTB;cytochrome b [Gromphadorhina portentosa];18;8;24;9;4;8;5;24;12;47;47;10;15;34;23;19;20;12;18;20
278;;CYTB;cytochrome b [Anallacta methanoides];18;8;23;10;5;7;4;23;12;45;44;9;32;29;22;21;19;12;16;14
279;;CYTB;cytochrome b [Tryonicus parvus];21;7;21;9;4;9;4;23;12;43;44;9;24;30;22;15;25;12;15;24
280;;CYTB;cytochrome b [Blattella lituricollis];22;8;24;9;4;8;5;24;10;45;52;8;14;29;23;20;21;12;19;20
281;;CYTB;cytochrome b [Zootermopsis angusticollis];16;8;25;9;4;9;7;26;10;34;41;12;31;27;23;17;31;12;17;18
282;;CYTB;cytochrome b [Eurycotis floridana];21;8;20;11;4;8;4;24;10;43;45;11;23;29;22;17;19;12;19;23
283;;CYTB;cytochrome b [Parcoblatta uhleriana];20;8;22;10;4;8;4;22;11;43;47;8;21;29;22;19;24;12;18;21
284;;CYTB;cytochrome b [Zootermopsis nevadensis];16;8;25;8;4;9;7;26;10;34;42;12;28;27;23;17;33;12;17;19
285;;CYTB;cytochrome b [Coptotermes michaelseni];25;8;22;10;4;8;4;23;12;25;48;12;23;27;23;19;30;12;16;26
286;;CYTB;cytochrome b [Elliptorhina chopardi];19;7;23;9;4;8;5;24;10;45;51;10;17;32;23;17;19;12;18;18
287;;CYTB;cytochrome b [Parcoblatta bolliana];19;8;22;10;4;8;4;24;11;42;47;8;23;29;22;18;22;12;18;22
288;;CYTB;cytochrome b [Parcoblatta fulvescens];17;8;21;11;4;8;3;24;10;44;50;10;20;29;22;20;21;12;20;19
289;;CYTB;cytochrome b [Glyptotermes sp. C TB-2014];22;7;19;11;4;8;5;23;11;33;42;10;26;27;23;20;33;12;18;23
290;;CYTB;cytochrome b [Melanozosteria sp. Cairns, Australia];23;8;24;10;4;8;4;23;11;48;50;8;16;28;22;20;18;12;18;18
291;;CYTB;cytochrome b [Coptotermes elisae];25;8;22;11;4;8;4;24;11;28;45;13;23;27;23;17;33;12;17;22
292;;CYTB;cytochrome b [Shelfordella lateralis];21;8;25;10;4;9;4;23;11;40;50;9;22;28;23;17;23;12;18;20
293;;CYTB;cytochrome b [Roisinitermes ebogoensis];22;7;21;11;4;8;4;23;12;35;49;11;18;29;23;17;34;13;16;20
294;;CYTB;cytochrome b [Protagonista lugubris];18;8;22;9;5;8;5;23;10;41;48;9;29;29;22;15;26;12;18;16
295;;CYTB;cytochrome b [Symploce pallens];23;8;25;10;4;8;4;24;11;41;45;8;23;29;22;17;21;12;18;20
296;;CYTB;cytochrome b [Heterotermes cf. occiduus 3.15.2AUS];25;8;23;9;4;8;5;24;10;26;46;12;20;26;23;18;33;12;17;28
297;;CYTB;cytochrome b [Ergaula capucina];20;8;23;8;4;8;6;24;11;54;41;9;23;32;22;16;22;12;16;15
298;;CYTB;cytochrome b [Heterotermes cf. occiduus 3.12.2.AUS];27;8;22;9;4;8;5;24;11;28;47;11;18;26;23;19;30;12;17;28
299;;CYTB;cytochrome b [Nauphoeta cinerea];20;7;24;9;4;9;5;24;10;45;49;10;15;31;24;20;21;12;17;21
300;;CYTB;cytochrome b [Glyptotermes sp. A TB-2014];24;7;21;10;4;8;4;22;11;32;44;12;26;26;24;18;32;12;18;22
301;;CYTB;cytochrome b [Periplaneta americana];22;8;24;10;4;8;4;24;12;40;48;9;21;29;23;17;23;12;18;21
302;;CYTB;cytochrome b [Neostylopyga rhombifolia];21;8;24;10;4;8;5;25;11;43;50;7;21;26;23;18;21;12;18;18
303;;CYTB;cytochrome b [Gromphadorhina portentosa];18;7;23;9;4;8;5;24;12;46;47;9;15;33;22;19;20;12;18;20
304;;CYTB;cytochrome b [Coptotermes acinaciformis raffrayi];27;8;20;10;4;8;5;23;12;29;47;11;21;26;23;20;30;12;18;23
305;;CYTB;cytochrome b [Lamproblatta albipalpus];16;7;29;9;4;8;4;23;10;43;34;9;39;29;22;18;25;12;16;16
306;;CYTB;cytochrome b [Platyzosteria sp. AUS3];23;7;24;10;4;9;4;24;10;45;47;7;19;28;21;18;21;12;19;21
307;;CYTB;cytochrome b [Eurycotis decipiens];22;8;23;11;4;8;4;24;10;43;45;9;23;29;22;17;20;12;20;20
308;;CYTB;cytochrome b [Prorhinotermes canalifrons];31;8;20;9;4;8;5;24;12;27;50;12;15;25;23;20;32;12;16;24
309;;CYTB;cytochrome b [Ischnoptera deropeltiformis];19;7;24;10;4;9;4;24;10;36;50;7;29;26;22;18;20;12;19;20
310;;CYTB;cytochrome b [Gyna capucina];19;8;23;10;4;8;4;25;11;48;46;9;16;29;22;17;24;12;19;19
311;;CYTB;cytochrome b [Nauphoeta cinerea];19;7;24;9;4;9;5;24;10;45;49;10;15;31;24;20;22;12;17;21
312;;CYTB;cytochrome b [Coptotermes acinaciformis acinaciformis];25;8;21;10;4;8;5;23;12;28;47;11;21;26;23;20;32;12;17;24
313;;CYTB;cytochrome b [Rhyparobia grandis];18;7;23;9;4;9;6;24;10;46;50;8;15;31;22;16;20;12;18;23
314;;CYTB;cytochrome b [Coptotermes gestroi];29;8;23;10;4;8;4;23;11;26;47;13;23;25;23;17;28;12;17;26
315;;CYTB;cytochrome b [Blaberus sp. B013];20;7;24;10;4;8;4;25;10;43;41;8;20;30;22;20;21;12;21;21
316;;CYTB;cytochrome b [Blaberus discoidalis];19;7;24;10;4;8;4;25;10;43;41;8;20;30;22;20;22;12;21;21
317;;CYTB;cytochrome b [Gromphadorhina sp. B040];18;7;23;9;4;8;5;24;12;46;47;9;15;34;22;18;20;12;18;20
318;;CYTB;cytochrome b [Heterotermes malabaricus];27;8;20;9;4;8;5;23;11;29;44;9;18;26;23;24;32;12;18;27
319;;CYTB;cytochrome b [Cryptocercus meridianus];17;7;22;9;4;9;5;25;10;34;40;14;37;29;22;19;24;12;18;20
320;;CYTB;cytochrome b [Coptotermes heimi];26;8;23;10;4;8;4;24;11;27;47;13;23;25;23;16;30;12;17;26
321;;CYTB;cytochrome b [Microcerotermes nervosus];28;8;21;10;4;8;4;25;12;28;47;12;18;27;23;16;29;12;17;28
322;;CYTB;cytochrome b [Blattodea sp. MT-2014];16;8;25;11;5;8;2;23;10;47;46;10;31;26;23;20;25;12;18;11
323;;CYTB;cytochrome b [Beybienkoa kurandanensis];22;8;22;9;4;8;5;23;11;45;48;9;16;29;22;20;26;12;17;17
324;;CYTB;cytochrome b [Schedorhinotermes medioobscurus];27;8;21;8;4;10;7;24;11;28;50;13;22;26;23;16;30;12;16;22
325;;CYTB;cytochrome b [Paranauphoeta circumdata];20;7;24;10;4;8;4;25;11;49;42;9;19;32;22;18;21;12;16;18
326;;CYTB;cytochrome b [Elliptorhina javanica];18;7;24;10;4;8;4;24;11;48;52;7;15;30;22;19;21;12;17;18
327;;CYTB;cytochrome b [Deropeltis paulinoi];18;8;22;9;4;8;5;23;12;45;47;10;30;27;22;19;21;12;17;14
328;;CYTB;CYTB gene product [Coptotermes formosanus];26;8;23;10;4;8;4;24;11;28;47;13;22;26;23;17;31;12;17;23
329;;CYTB;cytochrome b [Hodotermopsis sjostedti];21;8;26;9;4;10;5;22;10;38;40;10;30;28;23;21;25;12;15;20
330;;CYTB;cytochrome b [Schedorhinotermes sp. 3 MW-2019];25;8;21;8;4;10;6;24;11;29;50;13;21;26;23;17;29;12;17;24
331;;CYTB;cytochrome b [Periplaneta fuliginosa];22;8;23;10;4;8;4;24;11;43;48;9;18;28;23;21;20;12;18;23
332;;CYTB;cytochrome b [Heterotermes vagus];26;8;21;10;4;8;5;23;11;29;44;12;18;27;23;19;33;12;18;26
333;;CYTB;cytochrome b [Heterotermes sp. SLC-2012];27;8;24;10;4;8;5;24;10;28;47;11;19;26;23;18;30;12;17;26
334;;CYTB;CYTB gene product [Blattella germanica];22;8;23;9;4;8;5;24;10;43;54;9;14;27;23;18;22;12;20;22
335;;CYTB;cytochrome b [Blaptica dubia];19;8;27;9;4;8;4;24;11;48;45;9;20;26;23;21;22;12;19;18
336;;CYTB;cytochrome b [Microcerotermes sp. 3 TB-2017];27;8;24;11;4;8;4;23;11;30;46;11;17;27;23;16;32;12;17;26
337;;CYTB;cytochrome b [Coptotermes travians];26;8;23;10;4;8;4;24;11;28;44;12;23;25;23;19;30;12;17;26
338;;CYTB;cytochrome b [Schedorhinotermes sarawakensis];24;8;22;9;4;10;6;24;11;26;51;13;25;25;23;16;28;12;17;24
339;;CYTB;cytochrome b [Blattella asahinai];22;8;23;9;4;8;5;24;10;44;54;9;14;27;23;18;22;12;20;21
340;;CYTB;cytochrome b [Eupolyphaga sinensis];20;8;21;8;3;9;6;22;12;37;50;10;18;29;22;20;28;12;18;24
341;;CYTB;cytochrome b [Ephelotermes melachoma];28;8;22;10;4;8;4;23;11;27;45;11;17;28;23;19;33;12;17;27
342;;CYTB;cytochrome b [Amitermes meridionalis];24;8;22;10;4;8;5;24;11;30;45;12;18;28;23;17;33;12;17;26
343;;CYTB;cytochrome b [Microcerotermes parvus];29;8;23;10;4;8;4;22;11;27;44;11;17;28;23;20;32;12;16;28
344;;CYTB;cytochrome b [Heterotermes tenuis];27;8;22;10;4;8;5;24;11;26;45;12;20;26;23;18;31;12;17;28
345;;CYTB;cytochrome b [Schedorhinotermes putorius];27;8;21;8;5;10;7;24;11;29;48;13;25;26;23;17;27;12;17;20
346;;ND1;NADH dehydrogenase subunit 1 [Periplaneta australasiae];16;7;10;5;5;4;11;20;1;27;51;10;12;45;9;24;14;6;19;19
347;;ND1;NADH dehydrogenase subunit 1 [Periplaneta australasiae];16;7;10;5;5;4;10;19;1;25;50;9;12;42;9;24;14;6;19;19
348;;ND1;NADH dehydrogenase subunit 1 [Cephalotermes rectangularis];14;7;7;5;5;4;10;22;1;23;55;6;6;46;9;31;7;6;20;29
349;;ND1;NADH dehydrogenase subunit 1 [Astalotermes cf. obstructus RDCT140];14;7;6;5;5;4;10;21;1;23;52;6;7;41;9;32;9;6;20;24
350;;ND1;NADH dehydrogenase subunit 1 [Cephalotermes rectangularis];14;7;7;4;5;4;10;22;1;22;53;7;6;43;9;30;7;6;20;25
351;;ND1;NADH dehydrogenase subunit 1 [Eublaberus distanti];14;7;10;5;4;4;9;19;1;16;60;6;16;34;9;37;12;6;20;21
352;;ND1;NADH dehydrogenase subunit 1 [Noditermes lamanianus];14;7;7;4;5;4;10;22;1;19;56;9;6;44;9;28;9;6;20;26
353;;ND1;NADH dehydrogenase subunit 1 [Methana sp. AUS1];15;7;9;4;5;4;10;20;1;26;56;10;11;43;9;26;11;6;19;19
354;;ND1;NADH dehydrogenase subunit 1 [Compositermes vindai];13;7;6;5;6;4;10;21;1;22;51;8;7;43;9;31;7;6;19;26
355;;ND1;NADH dehydrogenase subunit 1 [Procapritermes sp. A TB-2017];13;7;7;5;5;4;9;21;1;22;55;8;6;46;9;31;9;6;21;22
356;;ND1;NADH dehydrogenase subunit 1 [Lobopterella dimidiatipes];15;7;10;6;5;4;12;19;1;30;44;8;10;40;9;32;9;6;17;24
357;;ND1;NADH dehydrogenase subunit 1 [Aderitotermes cf. fossor BDIT074];13;7;6;5;5;4;10;22;1;20;53;6;6;43;9;33;8;6;20;27
358;;ND1;NADH dehydrogenase subunit 1 [Noditermes cristifrons];14;7;6;4;5;4;10;21;1;19;56;9;6;44;9;30;9;6;20;26
359;;ND1;NADH dehydrogenase subunit 1 [Amitermes sp. 3 TB-2017];14;7;7;4;6;4;10;21;1;24;55;6;6;40;9;32;8;6;21;21
360;;ND1;NADH dehydrogenase subunit 1 [Alyscotermes sp. B TB-2017];14;7;6;5;6;4;10;21;1;23;51;7;6;41;9;30;9;6;20;26
361;;ND1;NADH dehydrogenase subunit 1 [Periplaneta fuliginosa];16;7;8;5;5;4;11;21;1;24;50;10;13;45;9;26;12;6;19;23
362;;ND1;NADH dehydrogenase subunit 1 [Astratotermes sp. RDCT147];14;7;6;5;5;4;10;21;1;24;53;7;5;41;9;31;9;6;20;24
363;;ND1;NADH dehydrogenase subunit 1 [Basidentitermes aurivillii];15;7;7;5;5;4;10;21;1;21;57;8;7;47;9;30;9;6;20;24
364;;ND1;NADH dehydrogenase subunit 1 [Kemneritermes sarawakensis];14;7;7;4;5;4;10;21;1;20;56;7;6;45;9;31;9;6;21;23
365;;ND1;NADH dehydrogenase subunit 1 [Melanozosteria sp. Cairns, Australia];15;7;10;5;5;4;10;19;1;25;53;9;11;43;9;27;11;6;18;21
366;;ND1;NADH dehydrogenase subunit 1 [Foraminitermes rhinoceros];13;7;7;4;5;4;10;22;1;20;54;6;5;44;9;32;8;6;20;28
367;;ND1;NADH dehydrogenase subunit 1 [Microcerotermes sp. B TB-2017];14;7;7;4;6;4;10;22;1;18;56;6;6;44;9;31;9;6;19;28
368;;ND1;NADH dehydrogenase subunit 1 [Melanozosteria nitida];16;7;12;4;5;4;10;20;1;29;52;9;10;43;9;26;11;6;17;18
369;;ND1;NADH dehydrogenase subunit 1 [Paratemnopteryx couloniana];15;7;9;4;4;4;11;20;1;19;51;9;11;43;9;32;11;6;16;26
370;;ND1;NADH dehydrogenase subunit 1 [Aderitotermes sp. BDIT109];14;7;6;5;5;4;10;22;1;20;50;8;6;43;9;29;8;6;20;28
