Species	Sociality	Subs	Value
THAI037_Procapritermes_sp.1_1	2	A_C_norm	0.145366444579043
THAI043_Nasutitermes_sp.3_1	2	A_C_norm	0
THAI046_Nasutitermes_matangensis_1	2	A_C_norm	0.069038208168643
THAI052_Hospitalitermes_sp.D_1	2	A_C_norm	0.26483519641369
THAI055_Microcerotermes_sp.A_1	2	A_C_norm	0.128382912100201
THAI056_Nasutitermes_sp.1_1	2	A_C_norm	0.111546499477534
THAI061_Pericapritermes_sp.3_1	2	A_C_norm	0.0742268041237113
THAI063_Schedorhinotermes_sp3_Thailand_1	2	A_C_norm	0.131313131313131
THAI064_Odontotermes_javanicus_1	2	A_C_norm	0.19504730393424
THAI067_Hospitalitermes_sp.C_1	2	A_C_norm	0.112248322147651
THAI071_Macrotermes_annandalei_1	2	A_C_norm	0.146517329231361
THAI076_Globitermes_sulphureus_1	2	A_C_norm	0.303913375759783
THAI078_Mirocapritermes_sp.2_1	2	A_C_norm	0.189865361077111
THAI084_Schedorhinosp_Thailand_1	2	A_C_norm	0.0783216783216783
THAI088_Microtermes_obesi_Thailand_1	2	A_C_norm	0.0375201808201485
THAI091_Aciculitermes_maymyoensis_1	2	A_C_norm	0.175405392204747
THAI093_Bulbitermes_makhamensis_1	2	A_C_norm	0.140532775366166
THAI098_Reticulitermes_sp.A_1	2	A_C_norm	0.0562593268114741
THAI100_Bulbitermes_nr.laticephalus_1	2	A_C_norm	0.0590534085974815
THAI102_Odontotermes_longignathus_1	2	A_C_norm	0.190675148367022
THAI105_Sinocapritermes_sp.1_1	2	A_C_norm	0
THAI108_NODE_1_length_15711_cov_281392_ID_711_1	1	A_C_norm	0.163580508474576
THAI115_Odontotermes_sp.10_1	2	A_C_norm	0.181444991789819
TP1.15A_Cryptotermes_sp3_Malaysia_1	1	A_C_norm	0.235714285714286
TP1.19B_Pericapritermes_sp.G_1	2	A_C_norm	0.145584415584416
Tryonicus_parvus_1	0	A_C_norm	0.249682606855692
WA2_Microcerotermes_newmani_1	2	A_C_norm	0.118771206822584
Z140_Ectobiidae_sp._1	0	A_C_norm	0.351453089609851
Z95_Rhyparobia_grandis_1	0	A_C_norm	0.168268806773084
3.10.2AUS_Coptotermes_acinaciformis_raffrayi_Australia_1	2	T_A_norm	0.698564593301435
3.11.1_Nasutitermes_exitiosus_1	2	T_A_norm	0.355875152998776
3.12.2.AUS_Heterotermes_cf_occiduus_1	2	T_A_norm	0.164210526315789
3.14.4_Amitermes_sp.1_1	2	T_A_norm	0
3_15_2_AUS_Heterotermes_occidus_Australia_1	2	T_A_norm	0.614495798319328
3.15.6AUS_Heterotermes_platycephalus_Australia_1	2	T_A_norm	0
Allacta_bimaculata_1	0	T_A_norm	0.65955766192733
Amazonina_sp._1	0	T_A_norm	0.131741573033708
Anaplecta_calosoma_1	0	T_A_norm	0.501299951853635
Anaplecta_omei_1	0	T_A_norm	0.283734026424085
Ancistrotermes_pakistanicus_Thailand_1	2	T_A_norm	0
ARG2014-01_Aparatermes_sp.B_1	2	T_A_norm	0.450601179673321
AUS101_1	1	T_A_norm	0.345211216910441
AUS103_Heterotermes_cf_paradoxus_1	2	T_A_norm	0
AUS104_Schedorhinotermes_sp4_Australia_1	2	T_A_norm	0.232019021200713
AUS109_Kalotermitidae_sp_E_Australia_1	1	T_A_norm	0.846332046332046
AUS110_NODE_1_length_15815_cov_394767_ID_1911_1	1	T_A_norm	0
AUS111_1	1	T_A_norm	0.125527948845001
AUS114_Microcerotermes_sp.H_1	2	T_A_norm	0
AUS11_Schedorhinotermes_spA_Australia_1	2	T_A_norm	0.395474501857481
AUS121_Heterotermes_cf_paradoxus_1	2	T_A_norm	0
AUS18_Ephelotermes_melachoma_1	2	T_A_norm	0.209242775271308
AUS19_Ephelotermes_taylori_1	2	T_A_norm	0.33514306676449
AUS24_Nasutitermes_longipennis_1	2	T_A_norm	0.268055555555556
AUS2_Laxta_sp._1	0	T_A_norm	0.143638244421457
AUS30_Microcerotermes_sp._1	2	T_A_norm	0.204593764761455
AUS46_Lophotermes_septentrionalis_1	2	T_A_norm	0.211538461538462
AUS47_Heterotermes_vagus_Australia_1	2	T_A_norm	0.100438153016515
AUS49_Tumulitermes_sp._1	2	T_A_norm	0.528463272264925
AUS4_Amitermes_meridionalis_1	2	T_A_norm	0.438966982674076
AUS50_Heterotermes_validus_1	2	T_A_norm	0
AUS54_Nasutitermes_triodiae_1	2	T_A_norm	0.0888342426803965
AUS56_Tumulitermes_pastinator_1	2	T_A_norm	0.277161598091831
AUS57_Tumulitermes_recalvus_1	2	T_A_norm	0.216959511077158
AUS5_Tumulitermes_sp._1	2	T_A_norm	0.0844141406655303
AUS62_Nasutitermes_graveolus_1	2	T_A_norm	0.118075949367089
AUS66_Microcerotermes_sp.E_1	2	T_A_norm	0.0854465680077341
AUS6_Microcerotermes_nervosus_1	2	T_A_norm	0.262425900592795
AUS71_Microcerotermes_sp.G_1	2	T_A_norm	0.0728954081632653
AUS77_Amitermes_sp.D_1	2	T_A_norm	0
AUS78_Amitermes_sp.E_1	2	T_A_norm	0.623000973439021
AUS82_Microcerotermes_sp.I_1	2	T_A_norm	0.195622895622896
AUS89_NODE_1_length_15463_cov_359375_ID_1361_1	1	T_A_norm	0.0262218697333201
AUS91_1	1	T_A_norm	0
AUS97_Nasutitermes_sp._1	2	T_A_norm	0.113610407666716
AUST14-12_Stolotermes_victoriensis_1	1	T_A_norm	0.0684384932711165
AUSTRALIANRPERTH_Coptotermes_michaelseni_1	2	T_A_norm	0
B002_Aeluropoda_insignis_1	0	T_A_norm	0.209984405238337
B003_Archimandrita_tesselata_1	0	T_A_norm	0.43819496923243
B004_Blaberus_peruvianus_1	0	T_A_norm	0.557631578947368
B007_Blaberus_cf._1	0	T_A_norm	0.453238077565411
B010_Blaberus_discoidalis_1	0	T_A_norm	0.414404487628969
B015_Byrsotria_cabrerai_1	0	T_A_norm	0.221277523435797
B016_Byrsotria_fumigata_1	0	T_A_norm	0.284463270636262
B017_Byrsotria_rothi_1	0	T_A_norm	0.168151169566303
B020_Diploptera_punctata_1	0	T_A_norm	0.351895126816757
B021_Elliptorhina_chopardi_1	0	T_A_norm	0.279358938933407
B023_Elliptorhina_javanica_1	0	T_A_norm	0.221938496333856
B029_Gromphadorhina_grandidieri_1	0	T_A_norm	0.229193548387097
B031_Gromphadorhina_oblongonota_1	0	T_A_norm	0.077391975308642
B034_Gyna_caffrorum_1	0	T_A_norm	0.271847260483624
B035_Gyna_capucina_1	0	T_A_norm	0.293310551931242
B041_Nauphoeta_cinerea_1	0	T_A_norm	0.47047412952782
B044_Panchlora_nivea_1	0	T_A_norm	0.45301402294664
B046_Phoetalia_pallida_1	0	T_A_norm	0.37882773860886
B048_Pycnoscelus_femapterus_1	0	T_A_norm	0.358335301992283
B050_Pycnoscelus_nigra_1	0	T_A_norm	0.0657825973347269
B052_Pycnoscelus_surinamensis_1	0	T_A_norm	0.097877358490566
B053_Rhyparobia_maderae_1	0	T_A_norm	0.15780998389694
B054_Rhyparobia_sp._1	0	T_A_norm	0.277275296777841
B055_Schultesia_lampyridiformis_1	0	T_A_norm	0.406779661016949
B056_Blaptica_dubia_1	0	T_A_norm	0.523694360729744
B058_Asiablatta_kyotensis_1	0	T_A_norm	0.441564452672992
B061_Paratemnopteryx_couloniana_1	0	T_A_norm	0.385239253852392
B062_Parcoblatta_divisa_1	0	T_A_norm	0.311475409836066
B063_Parcoblatta_lata_1	0	T_A_norm	0.175321014719699
B064_Parcoblatta_pennsylvanica_1	0	T_A_norm	0.2
B066_Symploce_macroptera_1	0	T_A_norm	0.391291798952707
B067_Symploce_pallens_1	0	T_A_norm	0.565226746110559
B068_Blatta_orientalis_1	0	T_A_norm	0.712490180675569
B069_Deropeltis_paulinoi_1	0	T_A_norm	0.428875420875421
B071_Eurycotis_decipiens_1	0	T_A_norm	0.232527238905129
B072_Eurycotis_floridana_1	0	T_A_norm	0.201687545740239
B073_Eurycotis_opaca_Sunset_1	0	T_A_norm	0.312078272604588
B074_Eurycotis_sp._1	0	T_A_norm	0.425509825732295
B075_Neostylopyga_rhombifolia_1	0	T_A_norm	0.75027000490918
B077_Periplaneta_australasiae_1	0	T_A_norm	0.408883553421369
B078_Periplaneta_brunnea_1	0	T_A_norm	0.695736108779587
B080_Shelfordella_lateralis_1	0	T_A_norm	0.523494604942569
B082_Ischnoptera_bilunata_1	0	T_A_norm	0.566307703893365
B083_Ischnoptera_deropeltiformis_1	0	T_A_norm	0.487179487179487
B084_Ischnoptera_sp._1	0	T_A_norm	0.69811320754717
B086_Ergaula_capucina_1	0	T_A_norm	0.315797649251799
B088_Polyphaga_aegyptiaca_1	0	T_A_norm	0.594517015738646
B089_Therea_olegrandjeani_1	0	T_A_norm	0.390532544378698
B090_Therea_petiveriana_1	0	T_A_norm	0.220535714285714
B091_Therea_regularis_1	0	T_A_norm	0.155056880162069
B094_Heterogamodes_hebraica_1	0	T_A_norm	0.546327683615819
B096_Lobopterella_dimidiatipes_1	0	T_A_norm	0.615196428207376
B097_Arenivaga_cf._1	0	T_A_norm	0.136678614097969
B099_Parcoblatta_fulvescens_1	0	T_A_norm	0.515697537178378
B100_Parcoblatta_uhleriana_1	0	T_A_norm	0.249037568033984
B101_Parcoblatta_bolliana_1	0	T_A_norm	0.242138364779874
B103_Pycnoscelus_sp._1	0	T_A_norm	0.207908428720083
B107_Neolaxta_mackerrasae_1	0	T_A_norm	0.414593698175788
B115_Macropanesthia_rhinoceros_1	0	T_A_norm	0.216031061259707
B122_Platyzosteria_nitida_1	0	T_A_norm	0.345504312348293
B124_Tryonicus_mackerrasae_1	0	T_A_norm	0.376291989664083
BA2929_NODE_6_length_15590_cov_330713_ID_1249685_1	1	T_A_norm	0.229161570865607
BA3121_NODE_84_length_15754_cov_340293_ID_1927933_1	1	T_A_norm	0.312738525012893
Balta_sp._1	0	T_A_norm	0.348465741908365
BB_Ectobiidae_1	0	T_A_norm	0.365591397849462
BBI_Blattella_bisignata_1	0	T_A_norm	0.337570766855378
BDIT020_Microtermes_sp_Burundi_1	2	T_A_norm	0.208686440677966
BDIT022_Microcerotermes_parvus_1	2	T_A_norm	0.130409957748087
BDIT023_Pseudacanthotermes_spiniger_Burundi_1	2	T_A_norm	0.43710407239819
BDIT026_Promirotermes_pygmaeus_1	2	T_A_norm	0.397606837606838
BDIT034_Termes_hospes_1	2	T_A_norm	0.266355412897578
BDIT037_Furculitermes_soyeri_1	2	T_A_norm	0.0676289139797462
BDIT041_Nasutitermes_arborum_1	2	T_A_norm	0.426666666666667
BDIT049_Aderitotermes_sp.2_1	2	T_A_norm	0.252351097178683
BDIT051_Microtermes_sp_Burundi_1	2	T_A_norm	0.329316512897759
BDIT061_Alyscotermes_kilimandjaricus_1	2	T_A_norm	0.237880737880738
BDIT062_Acholotermes_chirotus_1	2	T_A_norm	0.508407079646018
BDIT064_Macrotermes_sp.A_1	2	T_A_norm	0
BDIT069_Cubitermes_nr_fulvus_1	2	T_A_norm	0.298759305210918
BDIT073_Promirotermes_sp.A_1	2	T_A_norm	0.144287323238643
BDIT074_Aderitotermes_fossor_1	2	T_A_norm	0.404420731707317
BDIT075_Cubitermes_fulvus_1	2	T_A_norm	0.128419811320755
BDIT076_Apicotermitinae_gen.A_1	2	T_A_norm	0.207452725250278
BDIT078_Cubitermes_ugandensis_1	2	T_A_norm	0.22172131147541
BDIT087_Odontotermes_sp._1	2	T_A_norm	0
BDIT089_Microcerotermes_progrediens_1	2	T_A_norm	0.356853451570981
BDIT101_Anenteotermes_polyscolus_1	2	T_A_norm	0.298776013384602
BDIT102_Microcerotermes_fuscotibialis_1	2	T_A_norm	0.140933140933141
BDIT106_Cubitermes_oblectatus_1	2	T_A_norm	0.149154834347532
BDIT108_Foraminitermes_rhinoceros_1	2	T_A_norm	0.241965581588223
BDIT109_Aderitotermes_sp_1	2	T_A_norm	0.581952380952381
BDIT112_Astalotermes_murcus_1	2	T_A_norm	0.752614770459082
BDIT114_Trinevitermes_sp.A_1	2	T_A_norm	0.330708661417323
BDIT120_Astalotermes_sp._1	2	T_A_norm	0.156148433872638
BDIT121_Alyscotermes_sp.B_1	2	T_A_norm	0.138947894539548
BDIT129_Macrotermes_vitrialatus_Burundi_1	2	T_A_norm	0.194735497061078
BDIT27_Coptotermes_sjosdteti_Burundi_1	2	T_A_norm	0.318378378378378
BDIT8-M2A_Coptotermes_amanii_1	2	T_A_norm	0.418743418743419
BDIT8-M2B_Microtermes_sp_Burundi_1	2	T_A_norm	0.0957290132547864
Beybienkoa_karandanensis_1	0	T_A_norm	0.53125
Bifid_1	1	T_A_norm	0.105206655931294
BLA48_Laxta_sp._1	0	T_A_norm	0.150931677018634
Blatella_germanica_1	0	T_A_norm	0.362352941176471
BRA12_Aparatermes_sp.A_1	2	T_A_norm	0.476879521862221
BRA13_Spinitermes_sp.A_1	2	T_A_norm	0.416686674669868
BRA15_Glyptotermes_1	1	T_A_norm	0.241804328339096
BRA1_Constrictotermes_cyphergaster_1	2	T_A_norm	0.238247863247863
BRA28_Anoplotermes-group_sp.I_1	2	T_A_norm	0.355311355311355
BRA29_Labiotermes_sp._1	2	T_A_norm	0.384007367047809
BRA2_Inquilinitermes_sp._1	2	T_A_norm	0.122739018087855
BRA31_Serritermes_serrifer_1	1	T_A_norm	0.238751147842057
BRA3_Cornitermes_cumulans_1	2	T_A_norm	0.354822270352911
BRA7_Patawatermes_sp.A_1	2	T_A_norm	0.162647197362223
BRA8_Labiotermes_sp._1	2	T_A_norm	0.111818825194621
BRU3_Amitermes_dentatus_1	2	T_A_norm	0
BRU6_Nasutitermes_matangensis_1	2	T_A_norm	0.151083750160318
BRU8_Hospitalitermes_hospitalis_1	2	T_A_norm	0.169559412550067
BUidUT_Blattella_lituricollis_1	0	T_A_norm	0.525141776937618
BV_Blattella_vaga_1	0	T_A_norm	0.731800766283525
CA10_Synacanthotermes_sp._1	2	T_A_norm	0.137254901960784
CA11_Duplidentitermes_sp._1	2	T_A_norm	0.359470919562053
CA12_Astalotermes_Cameroon_1	2	T_A_norm	0.0794903752942806
CA13_Ophiotermes_sp._1	2	T_A_norm	0.165198863636364
CA15_Apicotermitinae_gen.B_Cameroon_1	2	T_A_norm	0.339941135734072
CA18_Amalotermes_phaeocephalus_Cameroon_1	2	T_A_norm	0.270570225794106
CA1_Cubitermes_fungifaber_1	2	T_A_norm	0.195690883190883
CA20_Leptomyxotermes_doriae_1	2	T_A_norm	0.163226467574294
CA25_Pericapritermes_nigerianus_1	2	T_A_norm	0.167561121049493
CA26_Sphaerotermes_sphaerothorax_1	2	T_A_norm	0.0705756661639015
CA27_Acanthotermes_acanthotorax_Cameroon_1	2	T_A_norm	0.294811320754717
CA35_Basidentitermes_aurivillii_Cameroon_1	2	T_A_norm	0.164821092278719
CA37_Sphaerotermes_sp.A_1	2	T_A_norm	0
CA38_Aderitotermes_sp_Cameroon_1	2	T_A_norm	0.371
CA8_Postsubulitermes_parviconstrictus_1	2	T_A_norm	0.308956916099773
CA9_Jugositermes_tuberculatus_1	2	T_A_norm	0.342728635682159
CAM16-31_NODE_1_length_16055_cov_206745_ID_2275_1	1	T_A_norm	0.162154031287605
Carbrunneria_paramaxi_1	0	T_A_norm	0.309305243693039
CHI15-157_NODE_1_length_15696_cov_532996_ID_1259_1	1	T_A_norm	0.115296927586581
CHI15-24_1	1	T_A_norm	0.346926166203275
CHI15-75_1	1	T_A_norm	0.406605681852489
CHI15-85_NODE_1_length_15781_cov_415385_ID_1981_1	1	T_A_norm	0.642791551882461
COL17-26_NODE_1_length_15512_cov_173959_ID_51_1	1	T_A_norm	0.0589803220035778
COL2012L04_Patawatermes_turricola_1	2	T_A_norm	0.324496228751548
COL2012L05_Cavitermes_tuberosus_1	2	T_A_norm	0.214388351374653
COL-2012L08_Nasutitermes_sp._1	2	T_A_norm	0.283125805066552
COL2012T03_Humutermes_krishnai_1	2	T_A_norm	0.69786460699682
COL2012-T09_Microcerotermes_sp._1	2	T_A_norm	0
COL-4PUERTO_Heterotermes_nr_tenuis_1	2	T_A_norm	0
COL-SAS_Nasutitermes_sp._1	2	T_A_norm	0
COPACI_Coptotermes_acinaciformis_Australia_1	2	T_A_norm	0
COPFRE_Coptotermes_frenchi_Australia_1	2	T_A_norm	0
COP-LAC_Coptotermes_lacteus_Australia_1	2	T_A_norm	0.162971175166297
Coptotermes_formosanus_Miyako_1	2	T_A_norm	0
CR_Cryptocercus_relictus_1	0	T_A_norm	0.747826086956522
CRYAUS_Cryptotermes_austrinus_Australia_1	1	T_A_norm	0.201084010840108
CRYBREVIS_Cryptotermes_brevis_Australia_1	1	T_A_norm	0.115614973262032
CRYDOMESTI_Cryptotermes_domesticus_1	1	T_A_norm	0.198658410732714
CRYDRUDDLE_Cryptotermes_dudleyi_Australia_1	1	T_A_norm	0.0366251623736654
Cryptocercus_hirtus_1	0	T_A_norm	0.619189765458422
Cryptocercus_meridianus_1	0	T_A_norm	0
Cryptocercus_punctulatus_sp_CR18_1	0	T_A_norm	0.301718440185063
Cryptotermes_secundus_1	1	T_A_norm	0.103660714285714
CRYQUEEN_Cryptotermes_queenslandicus_Australia_1	1	T_A_norm	0.0706171904581598
CU_1490_0_NODE_2_length_15846_cov_660191_ID_1569873_1	1	T_A_norm	0.336641001358752
Dentispicotermes_brevicarinatus_1	2	T_A_norm	0.327124304267161
Dolichorhinotermes_longilabius_1	2	T_A_norm	0.139655172413793
Drepanotermes_ISO312_1	2	T_A_norm	0.317531556802244
E16_Microtermes_sp_Pakistan_1	2	T_A_norm	0.0658157602663707
E17-RS-34-2-TR_NODE_1_length_15518_cov_51521_ID_229_1	1	T_A_norm	0.254955305091333
E31_Microtermes_obesi_Pakistan_1	2	T_A_norm	0.614545454545455
E42_Microcerotermes_sp.3_1	2	T_A_norm	0.842554748978222
E48_Coptotermes_heimi_Pakistan_1	2	T_A_norm	0
E50_Microtermes_sp1_Pakistan_1	2	T_A_norm	0.239711934156379
E58_Kalotermitidae_spA_Pakistan_1	1	T_A_norm	0
E6_Amitermes_sp.A_1	2	T_A_norm	0.393357550596783
EC1466_0_NODE_3_length_15795_cov_299853_ID_608187_1	1	T_A_norm	0.198426676059645
Ectobius_sp_Z254C_1	0	T_A_norm	0.235887096774194
Elliptorhina_davidi_22_1	0	T_A_norm	0.264898881239243
Embiratermes_neotenicus_French_Guiana_1	2	T_A_norm	0.348674184699787
ES_Eupolyphaga_sinensis_1	0	T_A_norm	0
Eublaberus_distanti_25_1	0	T_A_norm	0.372894149939955
FG16-11_1	1	T_A_norm	0.168615787881843
FG17-7_NODE_1_length_15536_cov_109291_ID_76_1	1	T_A_norm	0.117108154043859
FG-ND2-12_1	1	T_A_norm	0.266248391248391
FG-ND2-19_Anhangatermes_macarthuri_1	2	T_A_norm	0.215331889165508
FG-ND2-26_Ruptitermes_nr.xanthochiton_1	2	T_A_norm	0.544761904761905
FG-N-D2-2_Neotermes_spA_FG_1	1	T_A_norm	0.228117777107828
FG-ND2-30_Nasutitermes_sp._1	2	T_A_norm	0.228571428571429
FG-ND2-32_Nasutitermes_sp.SC_1	2	T_A_norm	0.0959821428571428
FG-ND2-33_Anoplotermes-group_sp.SB_1	2	T_A_norm	0.504071058475204
FG-ND2-38_Microcerotermes_sp.SA_1	2	T_A_norm	0.347149739060618
FG-ND2-3_Comatermes_sp._1	1	T_A_norm	0.154111063280241
FG-ND2-43_Tetimatermes_sp.A_1	2	T_A_norm	0.280692817116658
FG-ND2-48_Ruptitermes_arboreus_1	2	T_A_norm	0.307585568917669
FLY667_0_NODE_1_length_15810_cov_38592_ID_136216_1	1	T_A_norm	0.0774988092808056
G13-017_Anoplotermes-group_sp.N_1	2	T_A_norm	0.297127016129032
G13-023_Embiratermes_brevinasus_1	2	T_A_norm	0.249003101462118
G13-026_Heterotermes_crinitus_FG_1	2	T_A_norm	0.0768541052901242
G13-028_Planicapritermes_planiceps_1	2	T_A_norm	0.361940051611196
G13-034_Anoplotermes_parvus_1	2	T_A_norm	0.118871794871795
G13-036_Termes_fatalis_1	2	T_A_norm	0
G13-065_Anoplotermes-group_sp.Q_1	2	T_A_norm	0.307799554923989
G13-067_Crepititermes_verruculosus_1	2	T_A_norm	0.317144729860483
G13-069_Anoplotermes-group_sp.AF_1	2	T_A_norm	0.277196778458949
G13-072_Rubeotermes_jheringi_1	2	T_A_norm	0.172334205262348
G13-080_Neocapritermes_taracua_1	2	T_A_norm	0.398473282442748
G13-081_Aparatermes_nr.cingulatus_1	2	T_A_norm	0.380700371579777
G13-084_Termes_sp.A_1	2	T_A_norm	0.107149702894384
G13-101_Silvestritermes_heyeri_1	2	T_A_norm	0
G13-107_Coptotermes_testaceus_FG_1	2	T_A_norm	0
G13-10_Longustitermes_manni_1	2	T_A_norm	0.420772848088325
G13-114_Compositermes_vindai_1	2	T_A_norm	0.398013790264485
G13-116_Anoplotermes_sp.E1_1	2	T_A_norm	0.209150326797386
G13-117_Nasutitermes_banksi_1	2	T_A_norm	0.198148148148148
G13-120_Patawatermes_nigripunctatus_1	2	T_A_norm	0.32312030075188
G13-122_Anoplotermes_janus_1	2	T_A_norm	0.403521126760563
G13-127_Nasutitermes_similis_1	2	T_A_norm	0
G13-130_Coatitermes_sp.2_1	2	T_A_norm	0.245801356912468
G13-140_Spinitermes_trispinosus_1	2	T_A_norm	0.322128851540616
G13-142_Anoplotermes_sp.E1_1	2	T_A_norm	0.531089294062646
G678_Rugitermes_sp_A_1	1	T_A_norm	0.274914398990809
G679_Caetetermes_taquarussu_1	2	T_A_norm	0.236880306162847
G680_Anoplotermes_sp.E1_1	2	T_A_norm	0.16768115942029
G681_Neocapritermes_araguaia_1	2	T_A_norm	0.276342281879195
G683_Neocapritermes_sp.H_1	2	T_A_norm	0.273515248796148
G685_Atlantitermes_oculatissimus_1	2	T_A_norm	0.258321612751993
G686_Cyrilliotermes_angulariceps_1	2	T_A_norm	0.270469399881165
G687_Cylindrotermes_parvignathus_1	2	T_A_norm	0.379315223542728
G689_Microcerotermes_sp._1	2	T_A_norm	0.114087301587302
G693_Cornitermes_pugnax_1	2	T_A_norm	0.222701149425287
G697_Orthognathotermes_aduncus_1	2	T_A_norm	0.267361111111111
G699_Inquilinitermes_inquilinus_1	2	T_A_norm	0.387755102040816
G700_Constrictotermes_cavifrons_1	2	T_A_norm	0.255411255411255
G702_Glossotermes_oculatus_1	1	T_A_norm	0.0473787938510051
G707_Neocapritermes_angusticeps_1	2	T_A_norm	0.0836015325670498
G711_Labiotermes_labralis_1	2	T_A_norm	0.11778329197684
G712_Subulitermes_sp._1	2	T_A_norm	0.512009822730412
G715_Syntermes_spinosus_1	2	T_A_norm	0.168852639700209
G718_Nasutitermes_octopilis_1	2	T_A_norm	0.670707070707071
G721_Anoplotermes-group_sp.AD_1	2	T_A_norm	0.38021726700972
G728_Agnathotermes_crassinasus_1	2	T_A_norm	0.306608884073673
G729_Araujotermes_parvellus_1	2	T_A_norm	0.545612223828206
G733_Nasutitermes_macrocephalus_1	2	T_A_norm	0.080041011619959
G736_Atlantitermes_snyderi_1	2	T_A_norm	0.241379310344828
G740_Coatitermes_kartaboensis_1	2	T_A_norm	0.430611785874944
G751_Rhinotermes_hispidus_FG_1	2	T_A_norm	0.326735513482501
G769_Dihoplotermes_sp.A_1	2	T_A_norm	0.299449721091512
Glypto1_Glyptotermes_fuscus_Japan_1	1	T_A_norm	0.253982300884956
Glyptotermes_satsumensis_1	1	T_A_norm	0.261437908496732
GP17-13_1	1	T_A_norm	0.255277368679431
GR2200_NODE_14_length_15769_cov_491341_ID_624588_1	1	T_A_norm	0.148255526636576
Heterotermes_ISO183_1	2	T_A_norm	0.293940155896404
Hodotermopsis_sjosdteti_1	1	T_A_norm	0.038239450837876
I9_Mastotermes_darwiniensis_1	2	T_A_norm	0.0289380289380289
Incisitermes_arizonensis_1	1	T_A_norm	0
Incisitermes_minor_1	1	T_A_norm	0.30110159118727
IND1_Microtermes_sp.C_India_1	2	T_A_norm	0.248829289059174
IND2_Trinervitermes_sp._1	2	T_A_norm	0.47872
IND3_Heterotermes_malabaricus_1	2	T_A_norm	0
IND5_Nasutitermes_sp.B_1	2	T_A_norm	0.312665995054492
IND6_Odontotermes_sp.C_1	2	T_A_norm	0
IND8_Odontotermes_sp.B_1	2	T_A_norm	0.362903225806452
IS13_Reticulitermes_flavipes_1	2	T_A_norm	0
IS17_Microhodotermes_viator_1	1	T_A_norm	0.255348622441127
IS57_Reticulitermes_flavipes_1	2	T_A_norm	0
IS59_Reticulitermes_virginicus_1	2	T_A_norm	0.0917378917378917
IS95_Macrotermes_subhyalinus_1	2	T_A_norm	0
ISO207_Porotermes_adamsoni_1	1	T_A_norm	0.273266552998011
ISO262_Neotermes_insularis_1	1	T_A_norm	0.1007707246025
ISO314_Schedorhinotermes_breinli_Australia_1	2	T_A_norm	0
ISO360_Macrognathotermes_errator_1	2	T_A_norm	0.35968253968254
ISO845_Zootermopsis_angusticollis_1	1	T_A_norm	0.19327731092437
JE91_Nocticola_sp._1	0	T_A_norm	0.58806807218842
KE15-10_1	1	T_A_norm	0.131914893617021
KE15-140_1	1	T_A_norm	0.162356744049368
KE15-30_1	1	T_A_norm	0.150131209428663
KF_Kalotermes_flavicollis_1	1	T_A_norm	0.138031746031746
Lamproblatta_sp_1	0	T_A_norm	0
Macrotermes_barneyi_1	2	T_A_norm	0
MAD15-108_NODE_1_length_15757_cov_110743_ID_123_1	1	T_A_norm	0.090553611854291
MAD15-1_1	1	T_A_norm	0.234196663740123
MAD15-128_NODE_1_length_16052_cov_832021_ID_301_1	1	T_A_norm	0.231707317073171
MAD15-171_NODE_1_length_15507_cov_475004_ID_850_1	1	T_A_norm	0.17608828939301
MAD15-2_1	1	T_A_norm	0.214488188976378
MAL10_Neotermes_spA_Malaysia_1	1	T_A_norm	0.49673640167364
MAL21_Microcerotermes_crassus_1	2	T_A_norm	0
MAL27_Hospitalitermes_medioflavus_1	2	T_A_norm	0.212003693444137
MAL29_Parrhinotermes_sp2_Malaysia_1	2	T_A_norm	0.109711538461538
MAL36_Cryptotermes_sp1_Malaysia_1	1	T_A_norm	0.270739638829309
MAL41_Odontotermes_sp.K_1	2	T_A_norm	0
Methana_sp_AUS1_1	0	T_A_norm	0.658101763735567
MLA11_Coptotermes_sepangensis_1	2	T_A_norm	0
Nasutitermes_ISO352_1	2	T_A_norm	0.155849358974359
Nasutitermes_nr.perparvus_Thailand_1	2	T_A_norm	0.517395779722079
Nasutitermes_takasagoensis_Japan_1	2	T_A_norm	0
NEW4_Microcerotermes_baluchistanicus_1	2	T_A_norm	0.208751793400287
NG21_Glyptotermes_spA_NewGuinea_1	1	T_A_norm	0.119736015084852
NG52_Parrhinotermes_browni_1	2	T_A_norm	0.169196428571429
NG55_Pericapritermes_spB_NewGuinea_1	2	T_A_norm	0.484419889502762
NG69_Nasutitermes_bikpelanus_1	2	T_A_norm	0.134576138147567
NG71_Microcerotermes_biroi_1	2	T_A_norm	0.236324786324786
NG77_Termitogeton_planus_1	1	T_A_norm	0.362013086283862
NG79_Coptotermes_elisae_New_Guinea_1	2	T_A_norm	0.126355340848094
NG91_Prorhinotermes_inopinatus_New_Guinea_1	1	T_A_norm	0.204819277108434
NSW6_Occasitermes_occasus_1	2	T_A_norm	0.0752065014654943
NU_mod_1	1	T_A_norm	0.0652586470768289
Odontotermes_formosanus_Japan_1	2	T_A_norm	0
PA942_NODE_72_length_15794_cov_8138327_1	1	T_A_norm	0
Panesthia_angustipennis_Z138PA_1	0	T_A_norm	0.319049279984055
Panesthia_sp_Salganea_1	0	T_A_norm	0.234223715173616
Paranauphoeta_circumda_1	0	T_A_norm	0.344998743402865
Periplaneta_americana_1	0	T_A_norm	0.568452380952381
