Species	A_both	T_both	G_both	C_both	A_fr	T_fr	G_fr	C_fr	Taxonomy	Sociality	Termites
COL2012L04_Patawatermes_turricola_1	1233	267	131	143	0.695039458850056	0.150507328072153	0.0738444193912063	0.080608793686584	Apicotermitinae	2	1
COL2012L05_Cavitermes_tuberosus_1	1175	210	131	238	0.669897377423033	0.119726339794755	0.0746864310148233	0.135689851767389	Termes-group	2	1
COL-2012L08_Nasutitermes_sp._1	1190	198	103	216	0.697129466900996	0.115992970123023	0.0603397773872291	0.126537785588752	Nasutitermitinae	2	1
COL2012T03_Humutermes_krishnai_1	1223	218	154	184	0.687464867903317	0.122540753232153	0.0865654862282181	0.103428892636313	Apicotermitinae	2	1
COL2012-T09_Microcerotermes_sp._1	1196	179	147	259	0.671532846715328	0.100505334081976	0.0825379000561482	0.145423919146547	Microcerotermes	2	1
COL-4PUERTO_Heterotermes_nr_tenuis_1	1268	139	178	253	0.689880304678999	0.0756256800870511	0.0968443960826986	0.137649619151251	Coptotermitinae	2	1
COL-SAS_Nasutitermes_sp._1	1188	184	155	284	0.655991165102153	0.101601325234677	0.0855880728879072	0.156819436775262	Nasutitermitinae	2	1
COPACI_Coptotermes_acinaciformis_Australia_1	1373	158	67	210	0.759402654867257	0.0873893805309734	0.0370575221238938	0.116150442477876	Coptotermitinae	2	1
COPFRE_Coptotermes_frenchi_Australia_1	1364	131	88	264	0.738494856524093	0.0709258256632377	0.0476448294531673	0.142934488359502	Coptotermitinae	2	1
COP-LAC_Coptotermes_lacteus_Australia_1	1352	132	90	248	0.742041712403952	0.0724478594950604	0.0493962678375412	0.136114160263447	Coptotermitinae	2	1
Coptotermes_formosanus_Miyako_1	1343	150	72	219	0.75280269058296	0.0840807174887892	0.0403587443946188	0.122757847533632	Coptotermitinae	2	1
CR_Cryptocercus_relictus_1	1108	200	52	94	0.762035763411279	0.137551581843191	0.0357634112792297	0.0646492434662999	Cryptocercidae	0	0
CRYAUS_Cryptotermes_austrinus_Australia_1	1137	196	131	274	0.654200230149597	0.11277330264672	0.0753739930955121	0.15765247410817	Kalotermitidae	1	1
CRYBREVIS_Cryptotermes_brevis_Australia_1	1138	263	60	192	0.688445251058681	0.159104658197217	0.0362976406533575	0.116152450090744	Kalotermitidae	1	1
CRYDOMESTI_Cryptotermes_domesticus_1	1094	247	126	238	0.641642228739003	0.144868035190616	0.073900293255132	0.139589442815249	Kalotermitidae	1	1
CRYDRUDDLE_Cryptotermes_dudleyi_Australia_1	998	242	213	343	0.555679287305123	0.134743875278396	0.118596881959911	0.19097995545657	Kalotermitidae	1	1
Cryptocercus_hirtus_1	1076	241	55	121	0.720696584058942	0.161419959812458	0.0368385800401875	0.0810448760884126	Cryptocercidae	0	0
Cryptocercus_meridianus_1	1108	228	19	78	0.773203070481507	0.15910676901605	0.0132588974180042	0.0544312630844382	Cryptocercidae	0	0
Cryptocercus_punctulatus_sp_CR18_1	995	272	45	112	0.69873595505618	0.191011235955056	0.0316011235955056	0.0786516853932584	Cryptocercidae	0	0
Cryptotermes_secundus_1	1020	227	217	334	0.567296996662959	0.126251390433815	0.120689655172414	0.185761957730812	Kalotermitidae	1	1
CRYQUEEN_Cryptotermes_queenslandicus_Australia_1	1138	212	126	250	0.659327925840093	0.122827346465817	0.0730011587485516	0.144843568945539	Kalotermitidae	1	1
CU_1490_0_NODE_2_length_15846_cov_660191_ID_1569873_1	1164	221	24	173	0.735777496839444	0.139696586599241	0.0151706700379267	0.109355246523388	Kalotermitidae	1	1
Dentispicotermes_brevicarinatus_1	1209	213	101	186	0.707431246342891	0.124634289057929	0.0590988882387361	0.108835576360445	Amitermes-group	2	1
Dolichorhinotermes_longilabius_1	1231	227	63	180	0.723691945914168	0.133450911228689	0.037037037037037	0.105820105820106	Rhinotermitidae	2	1
Drepanotermes_ISO312_1	1224	206	100	221	0.699029126213592	0.117647058823529	0.0571102227298686	0.12621359223301	Amitermes-group	2	1
E16_Microtermes_sp_Pakistan_1	1242	139	159	298	0.675734494015234	0.0756256800870511	0.0865070729053319	0.162132752992383	Macrotermitinae	2	1
E17-RS-34-2-TR_NODE_1_length_15518_cov_51521_ID_229_1	1077	263	47	142	0.704381948986265	0.172007848266841	0.0307390451275343	0.0928711576193591	Kalotermitidae	1	1
E31_Microtermes_obesi_Pakistan_1	1263	126	120	308	0.695101816180517	0.0693450742982939	0.066042927903137	0.169510181618052	Macrotermitinae	2	1
E42_Microcerotermes_sp.3_1	1254	139	132	243	0.709276018099548	0.0786199095022624	0.0746606334841629	0.137443438914027	Microcerotermes	2	1
E48_Coptotermes_heimi_Pakistan_1	1331	126	128	248	0.726132024004364	0.0687397708674304	0.0698308783415166	0.135297326786688	Coptotermitinae	2	1
E50_Microtermes_sp1_Pakistan_1	1272	140	109	279	0.706666666666667	0.0777777777777778	0.0605555555555556	0.155	Macrotermitinae	2	1
E58_Kalotermitidae_spA_Pakistan_1	1059	256	154	290	0.602046617396248	0.145537237066515	0.0875497441728255	0.164866401364412	Kalotermitidae	1	1
E6_Amitermes_sp.A_1	1258	209	89	198	0.717217787913341	0.119156214367161	0.0507411630558723	0.112884834663626	Amitermes-group	2	1
EC1466_0_NODE_3_length_15795_cov_299853_ID_608187_1	1062	252	97	165	0.673857868020305	0.15989847715736	0.0615482233502538	0.104695431472081	Kalotermitidae	1	1
Ectobius_sp_Z254C_1	795	364	68	172	0.568263045032166	0.260185847033595	0.0486061472480343	0.122944960686204	Ectobiidae3	0	0
Elliptorhina_davidi_22_1	651	543	100	246	0.422727272727273	0.352597402597403	0.0649350649350649	0.15974025974026	Blaberidae	0	0
Embiratermes_neotenicus_French_Guiana_1	1232	188	118	225	0.698808848553602	0.106636415201361	0.0669313669880885	0.127623369256948	Syntermitinae	2	1
ES_Eupolyphaga_sinensis_1	812	401	90	170	0.551255940257977	0.272233536999321	0.0610997963340122	0.11541072640869	Corydiidae	0	0
Eublaberus_distanti_25_1	638	506	44	117	0.488888888888889	0.387739463601533	0.0337164750957854	0.0896551724137931	Blaberidae	0	0
FG16-11_1	1206	156	157	212	0.696707105719237	0.0901213171577123	0.0906990179087233	0.122472559214327	Kalotermitidae	1	1
FG17-7_NODE_1_length_15536_cov_109291_ID_76_1	990	311	168	293	0.561861520998865	0.176503972758229	0.0953461975028377	0.166288308740068	Kalotermitidae	1	1
FG-ND2-12_1	1192	204	26	103	0.781639344262295	0.133770491803279	0.0170491803278689	0.0675409836065574	Kalotermitidae	1	1
FG-ND2-19_Anhangatermes_macarthuri_1	1170	233	112	199	0.682613768961494	0.135939323220537	0.0653442240373396	0.11610268378063	Nasutitermitinae	2	1
FG-ND2-26_Ruptitermes_nr.xanthochiton_1	1215	215	133	204	0.687606112054329	0.121675155631013	0.0752688172043011	0.115449915110357	Apicotermitinae	2	1
FG-N-D2-2_Neotermes_spA_FG_1	1159	181	140	278	0.659271899886234	0.102957906712173	0.0796359499431172	0.158134243458476	Kalotermitidae	1	1
FG-ND2-30_Nasutitermes_sp._1	1249	163	92	286	0.697765363128492	0.0910614525139665	0.0513966480446927	0.159776536312849	Nasutitermitinae	2	1
FG-ND2-32_Nasutitermes_sp.SC_1	1196	213	130	254	0.667038482989403	0.118795315114334	0.0725041829336308	0.141662018962632	Nasutitermitinae	2	1
FG-ND2-33_Anoplotermes-group_sp.SB_1	1223	220	110	194	0.700057240984545	0.125930165998855	0.0629650829994276	0.111047510017172	Apicotermitinae	2	1
FG-ND2-38_Microcerotermes_sp.SA_1	1238	165	125	252	0.695505617977528	0.0926966292134832	0.0702247191011236	0.141573033707865	Microcerotermes	2	1
FG-ND2-3_Comatermes_sp._1	1116	211	114	220	0.671884406983745	0.127031908488862	0.0686333534015653	0.132450331125828	Kalotermitidae	1	1
FG-ND2-43_Tetimatermes_sp.A_1	1230	213	112	160	0.717201166180758	0.124198250728863	0.0653061224489796	0.0932944606413994	Apicotermitinae	2	1
FG-ND2-48_Ruptitermes_arboreus_1	1227	204	122	205	0.697952218430034	0.116040955631399	0.0693970420932878	0.116609783845279	Apicotermitinae	2	1
FLY667_0_NODE_1_length_15810_cov_38592_ID_136216_1	1015	234	203	319	0.573122529644269	0.132128740824393	0.114624505928854	0.180124223602484	Kalotermitidae	1	1
G13-017_Anoplotermes-group_sp.N_1	1189	160	239	242	0.649726775956284	0.087431693989071	0.130601092896175	0.13224043715847	Apicotermitinae	2	1
G13-023_Embiratermes_brevinasus_1	1221	193	119	213	0.699312714776632	0.110538373424971	0.06815578465063	0.121993127147766	Syntermitinae	2	1
G13-026_Heterotermes_crinitus_FG_1	1199	131	218	322	0.641176470588235	0.0700534759358289	0.116577540106952	0.172192513368984	Coptotermitinae	2	1
G13-028_Planicapritermes_planiceps_1	1233	183	80	192	0.730450236966825	0.108412322274882	0.0473933649289099	0.113744075829384	Neocapri-group	2	1
G13-034_Anoplotermes_parvus_1	1170	222	190	212	0.652173913043478	0.123745819397993	0.105908584169454	0.118171683389075	Apicotermitinae	2	1
G13-036_Termes_fatalis_1	1214	198	126	217	0.691737891737892	0.112820512820513	0.0717948717948718	0.123646723646724	Termes-group	2	1
G13-065_Anoplotermes-group_sp.Q_1	1150	231	199	200	0.646067415730337	0.129775280898876	0.111797752808989	0.112359550561798	Apicotermitinae	2	1
G13-067_Crepititermes_verruculosus_1	1208	232	113	188	0.693854106835152	0.133256748994831	0.0649052268811028	0.107983917288914	Neocapri-group	2	1
G13-069_Anoplotermes-group_sp.AF_1	1238	269	133	155	0.689693593314763	0.149860724233983	0.0740947075208914	0.0863509749303621	Apicotermitinae	2	1
G13-072_Rubeotermes_jheringi_1	1222	267	93	142	0.708816705336427	0.154872389791183	0.0539443155452436	0.0823665893271462	Apicotermitinae	2	1
G13-080_Neocapritermes_taracua_1	1284	194	95	160	0.740911713791114	0.111944604731679	0.0548182342758223	0.0923254472013849	Neocapri-group	2	1
G13-081_Aparatermes_nr.cingulatus_1	1272	228	81	150	0.734835355285962	0.131715771230503	0.0467937608318891	0.0866551126516465	Apicotermitinae	2	1
G13-084_Termes_sp.A_1	1196	212	136	200	0.685779816513762	0.121559633027523	0.0779816513761468	0.114678899082569	Termes-group	2	1
G13-101_Silvestritermes_heyeri_1	1235	216	84	153	0.731635071090047	0.127962085308057	0.0497630331753555	0.0906398104265403	Syntermitinae	2	1
G13-107_Coptotermes_testaceus_FG_1	1330	124	120	271	0.720867208672087	0.0672086720867209	0.0650406504065041	0.146883468834688	Coptotermitinae	2	1
G13-10_Longustitermes_manni_1	1305	197	112	192	0.722591362126246	0.109080841638981	0.062015503875969	0.106312292358804	Apicotermitinae	2	1
G13-114_Compositermes_vindai_1	1258	228	72	145	0.738696418085731	0.133881385789783	0.0422783323546682	0.085143863769818	Apicotermitinae	2	1
G13-116_Anoplotermes_sp.E1_1	1194	205	169	207	0.672676056338028	0.115492957746479	0.0952112676056338	0.116619718309859	Apicotermitinae	2	1
G13-117_Nasutitermes_banksi_1	1180	207	153	257	0.656649972175849	0.115191986644407	0.0851419031719533	0.143016138007791	Nasutitermitinae	2	1
G13-120_Patawatermes_nigripunctatus_1	1229	271	138	133	0.693958215697346	0.153020892151327	0.0779220779220779	0.075098814229249	Apicotermitinae	2	1
G13-122_Anoplotermes_janus_1	1196	211	158	215	0.671910112359551	0.118539325842697	0.0887640449438202	0.120786516853933	Apicotermitinae	2	1
G13-127_Nasutitermes_similis_1	1173	197	149	287	0.649501661129568	0.109080841638981	0.0825027685492802	0.158914728682171	Nasutitermitinae	2	1
G13-130_Coatitermes_sp.2_1	1212	232	94	166	0.711267605633803	0.136150234741784	0.0551643192488263	0.0974178403755869	Nasutitermitinae	2	1
G13-140_Spinitermes_trispinosus_1	1178	197	164	248	0.659205372132065	0.110240626748741	0.0917739227756016	0.138780078343593	Termes-group	2	1
G13-142_Anoplotermes_sp.E1_1	1283	191	116	177	0.726089417091115	0.108092812676853	0.0656479909451047	0.100169779286927	Apicotermitinae	2	1
G678_Rugitermes_sp_A_1	1078	287	66	157	0.678841309823678	0.180730478589421	0.0415617128463476	0.0988664987405542	Kalotermitidae	1	1
G679_Caetetermes_taquarussu_1	1117	261	89	218	0.662908011869436	0.154896142433234	0.0528189910979228	0.129376854599407	Nasutitermitinae	2	1
G680_Anoplotermes_sp.E1_1	1182	208	180	217	0.661443760492445	0.116396194739787	0.100727476217124	0.121432568550644	Apicotermitinae	2	1
G681_Neocapritermes_araguaia_1	1244	221	90	136	0.735659373151981	0.130691898285038	0.0532229450029568	0.0804257835600237	Neocapri-group	2	1
G683_Neocapritermes_sp.H_1	1216	205	110	216	0.6960503720664	0.117344018317115	0.0629650829994276	0.123640526617058	Neocapri-group	2	1
G685_Atlantitermes_oculatissimus_1	1204	233	85	181	0.70698766881973	0.13681738109219	0.0499119201409278	0.106283029947152	Nasutitermitinae	2	1
G686_Cyrilliotermes_angulariceps_1	1279	168	92	233	0.721783295711061	0.0948081264108352	0.0519187358916479	0.131489841986456	Syntermitinae	2	1
G687_Cylindrotermes_parvignathus_1	1307	177	81	196	0.742191936399773	0.100511073253833	0.0459965928449744	0.11130039750142	Cephalo-group	2	1
G689_Microcerotermes_sp._1	1207	186	132	248	0.680767061477721	0.104906937394247	0.0744500846023689	0.139875916525663	Microcerotermes	2	1
G693_Cornitermes_pugnax_1	1180	254	102	183	0.686445607911576	0.147760325770797	0.0593368237347295	0.106457242582897	Syntermitinae	2	1
G697_Orthognathotermes_aduncus_1	1165	217	141	267	0.650837988826816	0.12122905027933	0.0787709497206704	0.149162011173184	Amitermes-group	2	1
G699_Inquilinitermes_inquilinus_1	1194	217	122	217	0.682285714285714	0.124	0.0697142857142857	0.124	Termes-group	2	1
G700_Constrictotermes_cavifrons_1	1127	204	152	252	0.649567723342939	0.117579250720461	0.0876080691642651	0.145244956772334	Nasutitermitinae	2	1
G702_Glossotermes_oculatus_1	1082	151	300	369	0.568874868559411	0.0793901156677182	0.157728706624606	0.194006309148265	Serritermitidae	1	1
G707_Neocapritermes_angusticeps_1	1240	227	84	141	0.732860520094563	0.134160756501182	0.049645390070922	0.0833333333333333	Neocapri-group	2	1
G711_Labiotermes_labralis_1	1152	274	76	169	0.689407540394973	0.163973668461999	0.0454817474566128	0.101137043686415	Syntermitinae	2	1
G712_Subulitermes_sp._1	1211	240	77	184	0.707359813084112	0.14018691588785	0.0449766355140187	0.107476635514019	Nasutitermitinae	2	1
G715_Syntermes_spinosus_1	1264	187	85	240	0.711711711711712	0.105292792792793	0.0478603603603604	0.135135135135135	Syntermitinae	2	1
G718_Nasutitermes_octopilis_1	1154	177	161	298	0.644692737430168	0.0988826815642458	0.0899441340782123	0.166480446927374	Nasutitermitinae	2	1
G721_Anoplotermes-group_sp.AD_1	1266	207	96	180	0.723842195540309	0.118353344768439	0.0548885077186964	0.102915951972556	Apicotermitinae	2	1
G728_Agnathotermes_crassinasus_1	1210	215	106	210	0.695002871912694	0.123492245835727	0.0608845491097071	0.120620333141872	Nasutitermitinae	2	1
G729_Araujotermes_parvellus_1	1203	235	77	185	0.707647058823529	0.138235294117647	0.0452941176470588	0.108823529411765	Nasutitermitinae	2	1
G733_Nasutitermes_macrocephalus_1	1201	166	142	290	0.667593107281823	0.0922734852695942	0.0789327404113396	0.161200667037243	Nasutitermitinae	2	1
G736_Atlantitermes_snyderi_1	1233	208	94	188	0.71561230412072	0.12071967498549	0.0545560069645966	0.109112013929193	Nasutitermitinae	2	1
G740_Coatitermes_kartaboensis_1	1174	233	92	196	0.692625368731563	0.137463126843658	0.0542772861356932	0.115634218289086	Nasutitermitinae	2	1
G751_Rhinotermes_hispidus_FG_1	1262	160	96	229	0.722381224957069	0.0915855752718947	0.0549513451631368	0.131081854607899	Rhinotermitinae	2	1
G769_Dihoplotermes_sp.A_1	1215	208	124	193	0.698275862068966	0.119540229885057	0.071264367816092	0.110919540229885	Termes-group	2	1
Glypto1_Glyptotermes_fuscus_Japan_1	1222	206	117	230	0.688450704225352	0.116056338028169	0.0659154929577465	0.129577464788732	Kalotermitidae	1	1
Glyptotermes_satsumensis_1	1155	251	97	200	0.678214914856136	0.147386964180857	0.0569583088667058	0.117439812096301	Kalotermitidae	1	1
GP17-13_1	1177	226	62	157	0.725647348951911	0.139334155363748	0.0382244143033292	0.0967940813810111	Kalotermitidae	1	1
GR2200_NODE_14_length_15769_cov_491341_ID_624588_1	998	188	226	340	0.569634703196347	0.107305936073059	0.128995433789954	0.194063926940639	Kalotermitidae	1	1
Heterotermes_ISO183_1	1297	137	122	247	0.719356627842485	0.0759844703272324	0.0676650027731558	0.136993899057127	Coptotermitinae	2	1
Hodotermopsis_sjosdteti_1	991	282	93	109	0.671864406779661	0.191186440677966	0.0630508474576271	0.0738983050847458	Archotermopsidae	1	1
I9_Mastotermes_darwiniensis_1	915	323	142	246	0.562730627306273	0.198646986469865	0.0873308733087331	0.151291512915129	Mastotermitidae	2	1
Incisitermes_arizonensis_1	1120	203	141	223	0.663900414937759	0.120331950207469	0.0835803200948429	0.132187314759929	Kalotermitidae	1	1
Incisitermes_minor_1	2267	401	282	481	0.660740308947829	0.116875546487904	0.0821917808219178	0.140192363742349	Kalotermitidae	1	1
IND1_Microtermes_sp.C_India_1	1272	132	107	289	0.706666666666667	0.0733333333333333	0.0594444444444444	0.160555555555556	Macrotermitinae	2	1
IND2_Trinervitermes_sp._1	1228	184	79	232	0.712710388856645	0.106790481717934	0.0458502611723738	0.134648868253047	Nasutitermitinae	2	1
IND3_Heterotermes_malabaricus_1	1287	140	145	267	0.699836867862969	0.0761283306144644	0.078847199564981	0.145187601957586	Coptotermitinae	2	1
IND5_Nasutitermes_sp.B_1	1232	195	87	234	0.704805491990847	0.111556064073227	0.0497711670480549	0.133867276887872	Nasutitermitinae	2	1
IND6_Odontotermes_sp.C_1	1262	101	172	301	0.687363834422658	0.0550108932461874	0.093681917211329	0.163943355119826	Macrotermitinae	2	1
IND8_Odontotermes_sp.B_1	1312	96	126	279	0.723662437948152	0.0529509100937672	0.0694980694980695	0.153888582460011	Macrotermitinae	2	1
IS13_Reticulitermes_flavipes_1	1265	180	96	224	0.71671388101983	0.101983002832861	0.0543909348441926	0.126912181303116	Coptotermitinae	2	1
IS17_Microhodotermes_viator_1	1343	122	69	180	0.783547257876313	0.0711785297549592	0.0402567094515753	0.105017502917153	Archotermopsidae	1	1
IS57_Reticulitermes_flavipes_1	1248	188	108	221	0.707082152974504	0.106515580736544	0.0611898016997167	0.125212464589235	Coptotermitinae	2	1
IS59_Reticulitermes_virginicus_1	1243	193	111	219	0.703850509626274	0.109286523216308	0.0628539071347678	0.12400906002265	Coptotermitinae	2	1
IS95_Macrotermes_subhyalinus_1	1359	131	68	221	0.763912310286678	0.073636874648679	0.0382237211916807	0.124227093872962	Macrotermitinae	2	1
ISO207_Porotermes_adamsoni_1	1191	207	106	209	0.695271453590193	0.120840630472855	0.0618797431406889	0.122008172796264	Stolotermitidae	1	1
ISO262_Neotermes_insularis_1	1230	231	75	173	0.719719133996489	0.135166764189585	0.0438853130485664	0.10122878876536	Kalotermitidae	1	1
ISO314_Schedorhinotermes_breinli_Australia_1	1296	150	84	259	0.724427054220235	0.0838457238680827	0.0469536053661263	0.144773616545556	Rhinotermitinae	2	1
ISO360_Macrognathotermes_errator_1	1213	208	116	217	0.691562143671608	0.118586088939567	0.0661345496009122	0.123717217787913	Termes-group	2	1
ISO845_Zootermopsis_angusticollis_1	1241	159	67	159	0.763222632226322	0.0977859778597786	0.0412054120541205	0.0977859778597786	Archotermopsidae	1	1
JE91_Nocticola_sp._1	703	442	31	272	0.485497237569061	0.30524861878453	0.0214088397790055	0.187845303867403	Nocticolidae	0	0
KE15-10_1	1120	211	128	275	0.645905420991926	0.121683967704729	0.0738177623990773	0.158592848904268	Kalotermitidae	1	1
KE15-140_1	1078	257	85	288	0.631147540983607	0.150468384074941	0.0497658079625293	0.168618266978923	Kalotermitidae	1	1
KE15-30_1	1160	181	100	270	0.677966101694915	0.105786090005845	0.0584453535943892	0.157802454704851	Kalotermitidae	1	1
KF_Kalotermes_flavicollis_1	1162	212	124	190	0.688388625592417	0.125592417061611	0.0734597156398104	0.112559241706161	Kalotermitidae	1	1
Lamproblatta_sp_1	859	358	41	123	0.622013034033309	0.259232440260681	0.0296886314265025	0.0890658942795076	Lamproblattidae	0	0
Macrotermes_barneyi_1	1370	138	51	198	0.779738190096756	0.0785429709732499	0.029026750142288	0.112692088787706	Macrotermitinae	2	1
MAD15-108_NODE_1_length_15757_cov_110743_ID_123_1	1145	163	122	287	0.666860803727432	0.0949330227140361	0.0710541642399534	0.167152009318579	Kalotermitidae	1	1
MAD15-1_1	1012	253	149	283	0.596346493812611	0.149086623453153	0.0878020035356512	0.166764879198586	Kalotermitidae	1	1
MAD15-128_NODE_1_length_16052_cov_832021_ID_301_1	1042	198	142	385	0.589700056593096	0.112054329371817	0.0803621958121109	0.217883418222977	Kalotermitidae	1	1
MAD15-171_NODE_1_length_15507_cov_475004_ID_850_1	1189	175	137	183	0.706057007125891	0.103919239904988	0.081353919239905	0.108669833729216	Kalotermitidae	1	1
MAD15-2_1	1089	202	108	364	0.61769710720363	0.114577424844016	0.0612592172433352	0.206466250709019	Kalotermitidae	1	1
MAL10_Neotermes_spA_Malaysia_1	1307	132	68	222	0.755928282244072	0.0763447079236553	0.0393290919606709	0.128397917871602	Kalotermitidae	1	1
MAL21_Microcerotermes_crassus_1	1209	191	141	239	0.679213483146067	0.107303370786517	0.0792134831460674	0.134269662921348	Microcerotermes	2	1
MAL27_Hospitalitermes_medioflavus_1	1178	176	140	275	0.665912945166761	0.0994912379875636	0.0791407574901074	0.155455059355568	Nasutitermitinae	2	1
MAL29_Parrhinotermes_sp2_Malaysia_1	1228	202	123	198	0.701313535122787	0.115362649914335	0.0702455739577384	0.11307824100514	Rhinotermitinae	2	1
MAL36_Cryptotermes_sp1_Malaysia_1	1112	229	111	272	0.645011600928074	0.132830626450116	0.064385150812065	0.157772621809745	Kalotermitidae	1	1
MAL41_Odontotermes_sp.K_1	1305	113	132	274	0.715460526315789	0.0619517543859649	0.0723684210526316	0.150219298245614	Macrotermitinae	2	1
Methana_sp_AUS1_1	978	328	13	61	0.708695652173913	0.23768115942029	0.00942028985507246	0.0442028985507246	Blattidae	0	0
MLA11_Coptotermes_sepangensis_1	1331	140	91	244	0.736987818383167	0.0775193798449612	0.0503875968992248	0.135105204872647	Coptotermitinae	2	1
Nasutitermes_ISO352_1	1223	197	108	260	0.684004474272931	0.110178970917226	0.0604026845637584	0.145413870246085	Nasutitermitinae	2	1
Nasutitermes_nr.perparvus_Thailand_1	1249	221	61	181	0.729556074766355	0.129088785046729	0.0356308411214953	0.105724299065421	Nasutitermitinae	2	1
Nasutitermes_takasagoensis_Japan_1	1163	172	176	299	0.642541436464088	0.0950276243093923	0.0972375690607735	0.165193370165746	Nasutitermitinae	2	1
NEW4_Microcerotermes_baluchistanicus_1	1268	182	116	221	0.709569110240627	0.101846670397314	0.0649132624510353	0.123670956911024	Microcerotermes	2	1
NG21_Glyptotermes_spA_NewGuinea_1	1084	231	184	278	0.610016882386044	0.129994372537985	0.103545301069218	0.156443444006753	Kalotermitidae	1	1
NG52_Parrhinotermes_browni_1	1234	188	96	248	0.698754246885617	0.106455266138165	0.0543601359003398	0.140430351075878	Rhinotermitinae	2	1
NG55_Pericapritermes_spB_NewGuinea_1	1189	259	89	157	0.701889020070838	0.152892561983471	0.0525383707201889	0.0926800472255018	Pericapritermes-group	2	1
NG69_Nasutitermes_bikpelanus_1	1188	199	125	258	0.671186440677966	0.112429378531073	0.0706214689265537	0.145762711864407	Nasutitermitinae	2	1
NG71_Microcerotermes_biroi_1	1246	240	70	165	0.723997675769901	0.139453805926787	0.0406740267286461	0.0958744915746659	Microcerotermes	2	1
NG77_Termitogeton_planus_1	1297	107	151	301	0.698814655172414	0.0576508620689655	0.0813577586206897	0.162176724137931	Termitogetoninae	1	1
NG79_Coptotermes_elisae_New_Guinea_1	1347	137	98	257	0.732463295269168	0.0744970092441544	0.0532898314301251	0.139749864056552	Coptotermitinae	2	1
NG91_Prorhinotermes_inopinatus_New_Guinea_1	1174	140	201	376	0.620835536753041	0.074034902168165	0.106292966684294	0.1988365943945	Prorhinotermitinae	1	1
NSW6_Occasitermes_occasus_1	1209	204	118	215	0.692439862542955	0.116838487972509	0.0675830469644903	0.123138602520046	Nasutitermitinae	2	1
NU_mod_1	1196	195	62	210	0.719182200841852	0.117257967528563	0.037282020444979	0.126277811184606	Kalotermitidae	1	1
Odontotermes_formosanus_Japan_1	1310	110	115	273	0.724557522123894	0.0608407079646018	0.0636061946902655	0.150995575221239	Macrotermitinae	2	1
PA942_NODE_72_length_15794_cov_8138327_1	1216	168	84	218	0.721233689205219	0.099644128113879	0.0498220640569395	0.129300118623962	Kalotermitidae	1	1
Panesthia_angustipennis_Z138PA_1	802	500	49	172	0.526592252133946	0.328299409061064	0.0321733420879842	0.112934996717006	Blaberidae	0	0
Panesthia_sp_Salganea_1	775	483	48	210	0.511213720316623	0.318601583113456	0.0316622691292876	0.138522427440633	Blaberidae	0	0
Paranauphoeta_circumda_1	775	540	20	138	0.526137135098439	0.366598778004073	0.0135777325186694	0.0936863543788187	Blaberidae	0	0
Periplaneta_americana_1	929	368	49	112	0.637174211248285	0.252400548696845	0.0336076817558299	0.0768175582990398	Blattidae	0	0
PF_Periplaneta_fuliginosa_1	938	387	36	59	0.66056338028169	0.272535211267606	0.0253521126760563	0.0415492957746479	Blattidae	0	0
PHI3_Hospitalitermes_sp._1	1228	173	113	258	0.693002257336343	0.0976297968397291	0.0637697516930023	0.145598194130926	Nasutitermitinae	2	1
PHI6_1	1167	203	116	177	0.701743836440168	0.122068550811786	0.0697534576067348	0.106434155141311	Kalotermitidae	1	1
Phyllodromica_sp._1	796	393	46	142	0.578068264342774	0.285403050108932	0.0334059549745824	0.103122730573711	Ectobiidae3	0	0
Polyzosteria_viridissima_1	892	387	50	159	0.599462365591398	0.26008064516129	0.0336021505376344	0.106854838709677	Blattidae	0	0
Prorhinotermes_canalifrons_1	1148	143	221	359	0.613575628006414	0.0764297167290219	0.11811865312667	0.191876002137894	Prorhinotermitinae	1	1
Prorhinotermes_simplex_Cuba_1	1192	154	181	328	0.642587601078167	0.0830188679245283	0.0975741239892183	0.176819407008086	Prorhinotermitinae	1	1
Protagonista_lugubris_1	878	352	45	109	0.634393063583815	0.254335260115607	0.032514450867052	0.078757225433526	Blattidae	0	0
RDCT003_Schedorhinotermes_putiorus_Congo_1	1279	167	69	219	0.73760092272203	0.0963091118800461	0.0397923875432526	0.126297577854671	Rhinotermitinae	2	1
RDCT008_Trichotermes_ducis_1	1240	178	100	213	0.716348931253611	0.102830733679954	0.0577700751010976	0.123050259965338	Apicotermitinae	2	1
RDCT011_Macrotermes_muelleri_Congo_1	1286	126	122	257	0.718034617532105	0.0703517587939698	0.0681183696259073	0.143495254048018	Macrotermitinae	2	1
RDCT012_Furculitermes_longilabius_1	1156	211	161	274	0.641509433962264	0.117092119866815	0.0893451720310766	0.152053274139845	Cubitermitinae	2	1
RDCT014_Pericapritermes_sp.A_1	1158	220	116	222	0.674825174825175	0.128205128205128	0.0675990675990676	0.129370629370629	Pericapritermes-group	2	1
RDCT016_Protermes_prorepens_1	1294	120	109	267	0.722905027932961	0.0670391061452514	0.0608938547486034	0.149162011173184	Macrotermitinae	2	1
RDCT033_Microcerotermes_fuscotibialis_1	1210	160	169	272	0.668139149641082	0.0883489784649365	0.0933186085035892	0.150193263390392	Microcerotermes	2	1
RDCT040_Acidnotermes_praus_1	1161	231	168	185	0.665329512893983	0.132378223495702	0.0962750716332378	0.106017191977077	Apicotermitinae	2	1
